web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,garage,land_area,building_area,price
1716899795-657,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1018,Kost Exclusive 106 Kamar Harga Menarik Di Senen Jakarta Utara.,"Senen, Jakarta Pusat",99,51,,1553 m²,774 m²,"Rp 18,9 Miliar"
1716899795-658,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1018,"Rumah lama hitung tanah di Taman Menteng area (Blitar, Situbondo, Banyuwangi, Bondowoso)","Menteng, Jakarta Pusat",,,,600 m²,,"Rp 56,3 Miliar"
1716899795-659,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1018,"rumah bisa utk tempat usaha di Sumur Batu, Jakarta Pusat","Sumur Batu, Jakarta Pusat",3,3,2,148 m²,200 m²,Rp 4 Miliar
1716899795-660,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1018,"Kosan mewah 4 lantai, kt 106 dengan income 124,6 jt/bulan.","Senen, Jakarta Pusat",106,51,5,774 m²,1553 m²,Rp 18 Miliar
1716899828-661,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,RUMAH  DI MENTENG JAKARTA PUSAT,"Menteng, Jakarta Pusat",5,4,,1270 m²,1213 m²,Rp 121 Miliar
1716899828-662,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Dijual Cepat Rumah Tua  Hitung Harga Tanah di Kemayoran Jakarta,"Kemayoran, Jakarta Pusat",4,2,1,205 m²,150 m²,"Rp 7,38 Miliar"
1716899828-663,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Rumah TERMURAH area Elit Jl. Kusuma Atmaja, Menteng, Jakarta Pusat","Menteng, Jakarta Pusat",7,6,6,829 m²,600 m²,Rp 55 Miliar
1716899828-664,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Dijual Rumah di Tanah Abang,"Tanah Abang, Jakarta Pusat",,,,473 m²,,Rp 40 Miliar
1716899828-665,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,RUMAH SIAP HUNI DI  Komplek BJI MANGGA DUA JAKARTA PUSAT,"Sawah Besar, Jakarta Pusat",4,6,,120 m²,192 m²,"Rp 4,5 Miliar"
1716899828-666,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Rumah mewah kramat lontar jakarta pusat-YNY,"Kramat, Jakarta Pusat",6,6,,376 m²,600 m²,"Rp 13,5 Miliar"
1716899828-667,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,kos pendapatan bersih seratus juta lebih pertahun,"Senen, Jakarta Pusat",106,110,106,774 m²,1553 m²,Rp 25 Miliar
1716899828-668,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Dijual Rumah Kost Kramat Lontar Paseban, Senen Jakarta Pusat","Senen, Jakarta Pusat",99,52,,774 m²,1553 m²,Rp 25 Miliar
1716899828-669,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Rumah Kost Baru Di Jl Kramat Lontar Senen,"Senen, Jakarta Pusat",106,51,,774 m²,1553 m²,Rp 25 Miliar
1716899828-670,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Rumah Menteng cocok utk tempat usaha&tempat tinggal, dekat RS Abdi Waluyo","Menteng, Jakarta Pusat",4,4,3,900 m²,1000 m²,Rp 75 Miliar
1716899828-671,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Rumah kost income menarik di Jl kramat lontar senen Jakarta barat,"Senen, Jakarta Pusat",10,,,774 m²,1553 m²,Rp 25 Miliar
1716899828-672,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Rumah cantik dan elegant di Menteng.,"Menteng, Jakarta Pusat",9,10,4,485 m²,1678 m²,Rp 47 Miliar
1716899828-673,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Rumah mewah exclusive di Menteng,"Menteng, Jakarta Pusat",4,3,6,1117 m²,1250 m²,Rp 170 Miliar
1716899828-674,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Kost Mewah Jakarta Pusat,"Senen, Jakarta Pusat",106,51,3,774 m²,1553 m²,Rp 18 Miliar
1716899828-675,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Dijual Rumah Kost di Jl. Kramat Lontar, Paseban, Senen, Jakarta Pusat.","Senen, Jakarta Pusat",99,51,,774 m²,2053 m²,"Rp 19,5 Miliar"
1716899828-676,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,kos-kosan mewah 106 kamar jakpus,"Senen, Jakarta Pusat",106,30,,774 m²,2000 m²,Rp 24 Miliar
1716899828-677,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,Kost 20 Kamar di Pasar Baru Sawah Besar 4 Lantai,"Sawah Besar, Jakarta Pusat",20,20,,80 m²,88 m²,"Rp 5,2 Miliar"
1716899828-678,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Rumah bagus dan strategis @Menteng,Jakarta pusat","Menteng, Jakarta Pusat",4,4,,700 m²,970 m²,Rp 76 Miliar
1716899828-679,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,TURUN HARGA dari 25M jadi 20M nego tipis. Rumah Tua di Pusat Kota. Taman Kebon Sirih. View Grand Indonesia. Harga di Bawah NJOP,"Kebon Sirih, Jakarta Pusat",4,5,5,700 m²,500 m²,Rp 20 Miliar
1716899828-680,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1017,"Jauh Turun Harga, Semi Furnished, Pesanggrahan, Jakarta Pusat","Menteng, Jakarta Pusat",10,5,1,956 m²,715 m²,Rp 23 Miliar
1716899844-681,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Rumah Kost di Kramat Lontar,"Kramat, Jakarta Pusat",,,,2000 m²,,Rp 25 Miliar
1716899844-682,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Menteng,"Menteng, Jakarta Pusat",,,,777 m²,,"Rp 79,8 Miliar"
1716899844-683,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Menteng,"Menteng, Jakarta Pusat",,,,400 m²,,Rp 45 Miliar
1716899844-684,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,MENTENG AREA,"Menteng, Jakarta Pusat",5,3,,720 m²,950 m²,Rp 55 Miliar
1716899844-685,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Beli Kost Gratis Kost Ayo Kapan lagi dapat Kesempatan langka ini,"Senen, Jakarta Pusat",106,51,,774 m²,1553 m²,Rp 25 Miliar
1716899844-686,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,RUMAH KOS CANTIK. COCOK YANG INGIN BERBISNIS KOS-KOSAN DI TENGAH KOTA,"Kramat, Jakarta Pusat",106,51,,774 m²,1553 m²,Rp 25 Miliar
1716899844-687,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,rumah di kramat jaya,"Johar Baru, Jakarta Pusat",6,3,1,270 m²,150 m²,"Rp 9,8 Miliar"
1716899844-688,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"Rumah Lama Rapih Bebas Banjir di Cempaka Putih , Bisa Nego Tipis","Cempaka Putih, Jakarta Pusat",4,3,,250 m²,250 m²,Rp 5 Miliar
1716899844-689,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,rumah lama zona perkantoran di tanah abang,"Tanah Abang, Jakarta Pusat",,,,598 m²,,"Rp 26,9 Miliar"
1716899844-690,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"Rumah baru 2 lantai hook minimalis, SHM, Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",3,3,2,110 m²,150 m²,"Rp 1,9 Miliar"
1716899844-691,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Rumah Modern Minimalis di Menteng Lokasi Strategis,"Menteng, Jakarta Pusat",4,4,,120 m²,401 m²,Rp 12 Miliar
1716899844-692,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"Rumah Turun Harga Murah di Gambir, Jakarta Pusat","Gambir, Jakarta Pusat",4,2,1,166 m²,,"Rp 3,48 Miliar"
1716899844-693,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Rumah Tua butuh sedikit renovasi di Tanah Tinggi dekat Senen Jakarta Pusat,"Senen, Jakarta Pusat",3,2,1,274 m²,250 m²,"Rp 2,75 Miliar"
1716899844-694,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"RUMAH LAMA HITUNG TANAH DI PRIME AREA ROXY, JAKARTA PUSAT","Hasyim Ashari, Jakarta Pusat",6,4,,407 m²,211 m²,Rp 12 Miliar
1716899844-695,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Rumah Taman Sari Kota Jakarta Barat SHM Tenggara,"Sawah Besar, Jakarta Pusat",5,3,2,112 m²,224 m²,"Rp 4,9 Miliar"
1716899844-696,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,Rumah di Petojo,"Petojo, Jakarta Pusat",7,3,,300 m²,375 m²,Rp 9 Miliar
1716899844-697,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"RUMAH 3 LANTAI FURNISHED DI MATRAMAN DALAM, JAKARTA PUSAT","Menteng, Jakarta Pusat",2,3,,36 m²,144 m²,"Rp 1,4 Miliar"
1716899844-698,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,"RUMAH 3 LANTAI SUPER STRATEGIS DI CIUJUNG, CIDENG BARAT, JAKARTA PUSAT","Cideng, Jakarta Pusat",10,8,,400 m²,720 m²,Rp 10 Miliar
1716899844-699,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,KEPU DALAM JAKARTA PUSAT,"Bungur, Jakarta Pusat",9,2,,355 m²,300 m²,"Rp 7,5 Miliar"
1716899844-700,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1016,RUMAH  DI MENTENG JAKARTA PUSAT,"Menteng, Jakarta Pusat",5,4,,1270 m²,1213 m²,Rp 121 Miliar
1716899880-701,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Daerah Bendungan Hilir,"Bendungan Hilir, Jakarta Pusat",4,2,,717 m²,600 m²,"Rp 41,5 Miliar"
1716899880-702,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Lama Hitung Tanah,"Menteng, Jakarta Pusat",,,,450 m²,,Rp 36 Miliar
1716899880-703,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Lama Hitung Tanah Jarang ada,"Menteng, Jakarta Pusat",7,5,2,815 m²,490 m²,Rp 59 Miliar
1716899880-704,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"RUMAH HITUNG TANAH DI CEMPAKA PUTIH, JAKARTA PUSAT. WILAYAH BEBAS BANJIR","Cempaka Putih, Jakarta Pusat",10,3,2,276 m²,254 m²,Rp 5 Miliar
1716899880-705,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah lama hitung tanah dicempaka putih,"Cempaka Putih, Jakarta Pusat",2,,,300 m²,300 m²,"Rp 5,5 Miliar"
1716899880-706,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Jual cepat!!komplek gunung sahari 7 komplek elit tenang dan nyaman security 24 jam.RUMAH SIAP HUNI 2.5 LT MINIMALIS MODEL JEPANG JAKPUS jalan masuk 2 mobil parkir 1 mobil. Lokasi deket mall mangga dua.paar baru.ancol.prj.gajah Mada. Monas strategis sekali,"Gunung Sahari, Jakarta Pusat",4,3,2,96 m²,180 m²,"Rp 2,5 Miliar"
1716899880-707,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Pejompongan,"Bendungan Hilir, Jakarta Pusat",3,4,2,200 m²,310 m²,"Rp 7,2 Miliar"
1716899880-708,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Tua Tanah Abang 4,"Tanah Abang, Jakarta Pusat",4,4,,598 m²,400 m²,Rp 25 Miliar
1716899880-709,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Cantik Siap Huni lokasi strategis,"Menteng, Jakarta Pusat",4,4,5,689 m²,312 m²,Rp 47 Miliar
1716899880-710,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"RUMAH TUA HITUNG TANAH MENTENG,HOOK,SHM,STRATEGIS","Menteng, Jakarta Pusat",5,5,,845 m²,500 m²,Rp 50 Miliar
1716899880-711,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"Kost Mewah & Instagramable Daerah Senen, Jakarta Pusat","Senen, Jakarta Pusat",106,51,,774 m²,2053 m²,Rp 25 Miliar
1716899880-712,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"Kost Mewah & Instagramable Daerah Senen, Jakarta Pusat","Senen, Jakarta Pusat",106,51,,774 m²,2053 m²,Rp 25 Miliar
1716899880-713,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,KOST KOSTAN daerah  DI SENEN JAKARTA PUSAT,"Senen, Jakarta Pusat",106,51,,774 m²,1553 m²,Rp 25 Miliar
1716899880-714,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Mewah di Menteng,"Menteng, Jakarta Pusat",7,7,,720 m²,500 m²,Rp 85 Miliar
1716899880-715,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"RUMAH TUA DI RADEN SALEH, CIKINI, JAKPUS, COCOK BUAT RUMAH KOS","Cikini, Jakarta Pusat",3,2,1,374 m²,220 m²,Rp 13 Miliar
1716899880-716,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,"Rumah Tua di Raden Saleh, Cikini, Menteng, Cocok Buat Rumah Kos","Menteng, Jakarta Pusat",3,2,1,374 m²,220 m²,Rp 13 Miliar
1716899880-717,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah tua cempaka putih barat LT 393Mtr Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",3,3,3,393 m²,316 m²,"Rp 7,5 Miliar"
1716899880-718,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah di Jl Lembang - Menteng,"Menteng, Jakarta Pusat",4,4,,814 m²,820 m²,Rp 62 Miliar
1716899880-719,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Lama Terawat - menteng,"Menteng, Jakarta Pusat",4,4,,982 m²,500 m²,Rp 80 Miliar
1716899880-720,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1015,Rumah Bangunan Lama hitung tanah di menteng,"Menteng, Jakarta Pusat",3,3,3,654 m²,300 m²,Rp 39 Miliar
1716899909-721,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"Rumah Hitung Tanah Lokasi Strategis Zona Komersial Di Senen, Jakarta Pusat","Senen, Jakarta Pusat",7,4,2,287 m²,174 m²,"Rp 11,6 Miliar"
1716899909-722,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"Rumah masih Baru Kalibaru Timur,Jakpus","Kemayoran, Jakarta Pusat",3,2,1,32 m²,64 m²,Rp 820 Juta
1716899909-723,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah di  Cepat harga negotiable,"Sawah Besar, Jakarta Pusat",3,2,,119 m²,98 m²,"Rp 1,35 Miliar"
1716899909-724,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Murah letak strategis Akses mobil di Jakarta Pusat 1.7 M,"Cempaka Putih, Jakarta Pusat",1,,,100 m²,168 m²,"Rp 1,7 Miliar"
1716899909-725,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"rumah 2lantai di Rawasari, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",9,5,1,183 m²,240 m²,"Rp 3,95 Miliar"
1716899909-726,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah bisa buat comersial deket bank Indonesia,"Thamrin, Jakarta Pusat",4,4,4,275 m²,1200 m²,Rp 30 Miliar
1716899909-727,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah 3 Lantai Bagus Furnished SHM Kemayoran,"Gunung Sahari, Jakarta Pusat",6,3,1,150 m²,360 m²,"Rp 6,5 Miliar"
1716899909-728,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"RUMAH SIAP HUNI 176 m2 DI CIDENG, JAKARTA PUSAT, BEBAS BANJIR","Cideng, Jakarta Pusat",4,2,,176 m²,150 m²,"Rp 3,5 Miliar"
1716899909-729,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Cantik Murah di Cideng Jakarta Pusat,"Cideng, Jakarta Pusat",3,2,2,113 m²,165 m²,Rp 4 Miliar
1716899909-730,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Cepat dan Murah Rumah Lama Hitung Tanah Saja di Jakarta Pusat,"Kebon Kacang, Jakarta Pusat",,,,100 m²,,Rp 22 Miliar
1716899909-731,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Jl. Plaju Menteng Komersial,"Menteng, Jakarta Pusat",,,,400 m²,,"Rp 62,4 Miliar"
1716899909-732,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"Rmh Plaju Mewah Multifungsi Bisa Utk Kantor, Hotel, Residence Dll","CBD Area, Jakarta Pusat",10,10,,693 m²,2000 m²,Rp 95 Miliar
1716899909-733,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Menteng dekat Teuku Umar,"Menteng, Jakarta Pusat",4,4,,586 m²,750 m²,Rp 40 Miliar
1716899909-734,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah mewah fasilitas kolam renang cempaka mas jakarta pusat,"Cempaka Mas, Jakarta Pusat",6,5,,549 m²,1000 m²,Rp 19 Miliar
1716899909-735,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Tanah Di Kemayoran Pinggir Jalan Strategis Jakarta Selatan,"Kemayoran, Jakarta Pusat",,,,,,Rp 42 Miliar
1716899909-736,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Minimalis murah free biaya surat2 cicilan 9jtaan,"Bendungan Hilir, Jakarta Pusat",3,2,,105 m²,115 m²,"Rp 1,4 Miliar"
1716899909-737,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,"Kost²an Mewah dan Instagramable, Kostan aktif pasif income 80 - 100 juta per bulan Daerah Jakarta Pusat","Senen, Jakarta Pusat",106,51,,771 m²,1553 m²,Rp 25 Miliar
1716899909-738,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Daerah Bendungan Hilir,"Bendungan Hilir, Jakarta Pusat",4,2,,717 m²,600 m²,"Rp 41,5 Miliar"
1716899909-739,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Lama Hitung Tanah,"Menteng, Jakarta Pusat",,,,450 m²,,Rp 36 Miliar
1716899909-740,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1014,Rumah Lama Hitung Tanah Jarang ada,"Menteng, Jakarta Pusat",7,5,2,815 m²,490 m²,Rp 59 Miliar
1716899934-741,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah Area Menteng. Langka. Jarang Ada. Lokasi Strategis,"Menteng, Jakarta Pusat",6,4,,1250 m²,708 m²,Rp 75 Miliar
1716899934-742,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah di Jl. Balik Papan, Jakarta Pusat, Lokasi Strategis","Gambir, Jakarta Pusat",3,3,,295 m²,295 m²,Rp 7 Miliar
1716899934-743,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,MENTENG,"Menteng, Jakarta Pusat",5,4,,720 m²,950 m²,Rp 55 Miliar
1716899934-744,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah Cantik Di HOS Cokroaminoto, Menteng","Menteng, Jakarta Pusat",,,,800 m²,,Rp 114 Miliar
1716899934-745,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,FOR SALE Rumah lama lokasi strategis di Cikini Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",5,3,2,568 m²,268 m²,Rp 24 Miliar
1716899934-746,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah Mewah di Menteng, siap Huni Lux, full Marmer dan Granit, lokasi strategis dan elit","Menteng, Jakarta Pusat",5,6,,500 m²,1600 m²,Rp 45 Miliar
1716899934-747,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Jual cepat!! Harga turun lagi,penawaran berapapun akan di pertimbangkan.RUMAH BAGUS FULL GRANIT. SIAP HUNI. SUMUR BATU KEMAYORAN. JAKPUS.deket sunter mas. Itc cempaka mas. Prj kemayoran lokasi tidak kena gage. Jln bisa 3 mobi lebih lewat.","Kemayoran, Jakarta Pusat",6,5,3,252 m²,252 m²,"Rp 5,8 Miliar"
1716899934-748,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah Dijual Jl. Sukadana Cideng Belakang Roxy mas,"Cideng, Jakarta Pusat",5,2,,407 m²,200 m²,Rp 11 Miliar
1716899934-749,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,RUMAH RAPI LUAS NYAMAN LOKASI STRATEGIS di MENTENG JAKARTA PUSAT,"Menteng, Jakarta Pusat",4,3,3,386 m²,291 m²,"Rp 7,7 Miliar"
1716899934-750,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah Kos-kosan 13 Kamar Dengan AC, 2 Lantai Sedang Running Luas 8x21m di Kebon Sirih Menteng #RT","Menteng, Jakarta Pusat",13,13,,168 m²,250 m²,"Rp 4,8 Miliar"
1716899934-751,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah mewah n kokoh, semi furnish, di Johar Baru,  cempakq putih","Johar Baru, Jakarta Pusat",7,6,3,285 m²,390 m²,"Rp 6,6 Miliar"
1716899934-752,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Harga miring .. Rumah Tua di Menteng Jl. HOS COKROAMINOTO.. hanya hitung tanah,"Menteng, Jakarta Pusat",,,,250 m²,,Rp 30 Miliar
1716899934-753,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah Tua hitung tanah ,Kramat,  Jakarta Pusat, 10440","Kramat, Jakarta Pusat",4,6,,360 m²,150 m²,"Rp 5,25 Miliar"
1716899934-754,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah besar di Cempaka Putih bisa untuk usaha (7-56),"Cempaka Putih, Jakarta Pusat",6,3,2,698 m²,500 m²,Rp 25 Miliar
1716899934-755,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"RUMAH MEWAH DI KAWASAN ELITE RING 1 DEKAT CENDANA ,MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat",4,5,3,424 m²,1000 m²,Rp 59 Miliar
1716899934-756,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah di Benhil area  cocok kostan dekat kuliner,"Bendungan Hilir, Jakarta Pusat",3,3,1,126 m²,300 m²,"Rp 4,35 Miliar"
1716899934-757,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah di jln kramat kwitang senen jakpus,"Senen, Jakarta Pusat",2,2,,164 m²,197 m²,"Rp 2,5 Miliar"
1716899934-758,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah 4 Lantai Bisa Untuk Komersil Thamrin Strategis Jakarta Pusat,"Thamrin, Jakarta Pusat",,,,1200 m²,,Rp 30 Miliar
1716899934-759,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,Rumah Menteng Jalan Semarang,"Menteng, Jakarta Pusat",5,4,1,448 m²,230 m²,Rp 25 Miliar
1716899934-760,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1013,"Rumah Siap Huni di Cempaka Putih, Jalan Lebar","Cempaka Putih, Jakarta Pusat",6,4,,493 m²,300 m²,Rp 15 Miliar
1716899965-761,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,Kost di Kebon Kacang 30 Kamar Belakang Pi Full Terisi,"Kebon Kacang, Jakarta Pusat",30,30,,160 m²,560 m²,"Rp 8,25 Miliar"
1716899965-762,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,MENTENG,"Menteng, Jakarta Pusat",5,4,,650 m²,600 m²,Rp 46 Miliar
1716899965-763,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,Dijual/Disewakan Rumah Bagus Siap Huni Menteng 300m dari HI Jakarta Pusat,"Menteng, Jakarta Pusat",4,5,5,470 m²,600 m²,Rp 45 Miliar
1716899965-764,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,"Rumah.baru Renov.Total,Villa Pasar Baru,jakpus","Pasar Baru, Jakarta Pusat",5,4,,192 m²,500 m²,"Rp 6,9 Miliar"
1716899965-765,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,Rumah Menteng hitung harga tanah Jakarta Pusat,"Menteng, Jakarta Pusat",8,4,1,778 m²,407 m²,Rp 38 Miliar
1716899965-766,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,Cideng Jakarta Pusat,"Cideng, Jakarta Pusat",3,3,,196 m²,370 m²,Rp 8 Miliar
1716899965-767,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1012,Cideng Jakarta Pusat,"Cideng, Jakarta Pusat",3,2,,200 m²,450 m²,Rp 7 Miliar
