web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,garage,land_area,building_area,price
1716899274-1,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah Dijual Di Menteng Teuku Umar  Cocok Untuk Kantor,"Menteng, Jakarta Pusat",8,8,10,2600 m²,1500 m²,Rp 350 Miliar
1716899274-2,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah Full Furnished, Renov Dan Layak Huni di Roxy Jakarta Pusat","Roxy, Jakarta Pusat",5,3,1,129 m²,280 m²,"Rp 3,5 Miliar"
1716899274-3,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah Menteng Hoek Murah Cilosari, LT 716m2, LB 300 m2 Kawasan Pemukiman Elit Menteng, Akses Jalan 3 Mobil, Dekat Cikini","Menteng, Jakarta Pusat",5,3,3,716 m²,300 m²,"Rp 22,5 Miliar"
1716899274-4,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah Mewah di Exclusive Area, Jl. Teuku Umar, Menteng, Jakarta Pusat","Menteng, Jakarta Pusat",10,10,16,2629 m²,1724 m²,Rp 325 Miliar
1716899274-5,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah Bagus 2 Lantai Cempaka Putih Uk.20x32,"Cempaka Putih, Jakarta Pusat",5,5,2,800 m²,468 m²,Rp 15 Miliar
1716899274-6,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah Di Jl Tondano, Bendungan Hilir, Jakarta","Bendungan Hilir, Jakarta Pusat",1,1,,581 m²,230 m²,Rp 22 Miliar
1716899274-7,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah di ternate roxy jakarta pusat,"Cideng, Jakarta Pusat",6,5,,258 m²,432 m²,Rp 9 Miliar
1716899274-8,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah di Dwiwarna,"Karang Anyar, Jakarta Pusat",7,2,,84 m²,140 m²,"Rp 1,75 Miliar"
1716899274-9,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"KODE :08911(Jf) Rumah Sumur Batu, Luas 22,5x14 Meter (315 Meter)","Sumur Batu, Jakarta Pusat",4,3,,315 m²,315 m²,Rp 7 Miliar
1716899274-10,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"KODE :01627(Jf) Rumah Sumur Batu, Luas 161,5 Meter","Sumur Batu, Jakarta Pusat",,,,161 m²,,"Rp 2,5 Miliar"
1716899274-11,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Jual Rumah Manis Cempaka Putih 15x33 @LST/S/2565,"Cempaka Putih, Jakarta Pusat",7,4,2,495 m²,750 m²,"Rp 15,5 Miliar"
1716899274-12,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah Indah Cempaka Putih Uk.15x34,"Cempaka Putih, Jakarta Pusat",10,10,3,535 m²,820 m²,"Rp 20,5 Miliar"
1716899274-13,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah bagus di daerah cempaka,"Cempaka Putih, Jakarta Pusat",4,4,1,186 m²,270 m²,"Rp 6,75 Miliar"
1716899274-14,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah lama hitung tanah di Cempaka putih jakarta pusat,"Cempaka Putih, Jakarta Pusat",5,3,,324 m²,260 m²,Rp 5 Miliar
1716899274-15,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,rumah pinggir jalan raya di cempaka putih,"Cempaka Putih, Jakarta Pusat",7,5,,500 m²,600 m²,"Rp 11,5 Miliar"
1716899274-16,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah di tanah abang, jakarta pusat, ijin komersial , strategis dekat gajah mada, cideng, tomang","Tanah Abang, Jakarta Pusat",,,,575 m²,,"Rp 27,5 Miliar"
1716899274-17,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Town House Rumah Springhill Kemayoran 12 x 30 , Furnished 4lt , Kemayoran . Jakarta Pusat","Kemayoran, Jakarta Pusat",4,5,,360 m²,540 m²,"Rp 14,5 Miliar"
1716899274-18,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,"Rumah Mewah di Lingkungan Super Elit dan Exclusive Jl. Cendana, Menteng","Menteng, Jakarta Pusat",8,5,10,1375 m²,1000 m²,Rp 275 Miliar
1716899274-19,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,Rumah Di Menteng Jakarta pusat,"Menteng, Jakarta Pusat",7,3,,619 m²,827 m²,Rp 65 Miliar
1716899274-20,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1050,DIJUAL RUSUN (Rumah Susun) DAKOTA LT. 5 KEMAYORAN- JAKARTA PUSAT (STRATEGIS),"Kemayoran, Jakarta Pusat",1,,,2 m²,18 m²,Rp 110 Juta
1716899281-21,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah Bagus, Kawasan Menteng - Jakarta Pusat","Menteng, Jakarta Pusat",4,3,,424 m²,450 m²,Rp 45 Miliar
1716899281-22,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,rumah hoek besar dimenteng jakarta,"Menteng, Jakarta Pusat",4,4,,291 m²,255 m²,"Rp 10,5 Miliar"
1716899281-23,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,Rumah Cempaka Putih Jakarta,"Cempaka Putih, Jakarta Pusat",4,4,,300 m²,500 m²,"Rp 9,5 Miliar"
1716899281-24,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"@Rumah hoek termegah, Siap huni, @Cempaka Putih Timur, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",4,4,4,360 m²,450 m²,Rp 9 Miliar
1716899281-25,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,Di Jual Cepat Nego Sampai Deal Rumah Kost Kebon Kacang Dekat Ke Grand Indonesia,"Kebon Kacang, Jakarta Pusat",10,4,,75 m²,300 m²,"Rp 4,5 Miliar"
1716899281-26,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"D.I.J.U.A.L Brand New House di Jl. Solo, Menteng LT. 285","Menteng, Jakarta Pusat",4,3,,285 m²,450 m²,Rp 28 Miliar
1716899281-27,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah Tua 1 lantai,Lokasi Ok dan Harga Nego di Kali Baru Jakarta Pusat","Bungur, Jakarta Pusat",7,4,2,366 m²,340 m²,"Rp 7,7 Miliar"
1716899281-28,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah tanah luas , cempaka putih tengah ,jalan depan 2 mobil .","Cempaka Putih, Jakarta Pusat",8,4,2,802 m²,200 m²,Rp 30 Miliar
1716899281-29,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,Rumah 2 lantai siap huni di kemayoran area perumahan dekat prj,"Kemayoran, Jakarta Pusat",3,2,1,180 m²,250 m²,"Rp 5,45 Miliar"
1716899281-30,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"@rumah tua yg kokoh di kawasan elit, siap huni, @menteng @Jakarta  Pusat","Menteng, Jakarta Pusat",4,4,,800 m²,300 m²,Rp 50 Miliar
1716899281-31,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah Batu Ceper Raya , Gambir Jakarta Pusat  Lokasi sangat strategis , bebas banjir","Gambir, Jakarta Pusat",4,3,,844 m²,500 m²,Rp 45 Miliar
1716899281-32,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah 2 lantai,lokasi ok dan Tenang ,Harga Nego di Cempaka Baru Jakarta Pusat","Sumur Batu, Jakarta Pusat",6,5,3,222 m²,350 m²,Rp 8 Miliar
1716899281-33,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Apartment Cosmo Teras di area yang strategis, dekat dengan Thamrin City","Thamrin, Jakarta Pusat",1,1,1,49 m²,,"Rp 1,85 Miliar"
1716899281-34,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah Bagus SIAP HUNI di lingkungan Elit Jl. M Yamin, Menteng","Menteng, Jakarta Pusat",5,3,9,720 m²,500 m²,Rp 65 Miliar
1716899281-35,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah tua hitung tanah , menteng , jakarta pusat.","Menteng, Jakarta Pusat",5,5,,650 m²,400 m²,Rp 49 Miliar
1716899281-36,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,menteng rumah,"Menteng, Jakarta Pusat",4,4,2,500 m²,300 m²,Rp 50 Miliar
1716899281-37,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,RUMAH 3 LANTAI COCOK UNTUK DIBUAT KOSAN,"Percetakan Negara, Jakarta Pusat",5,5,3,172 m²,300 m²,"Rp 3,9 Miliar"
1716899281-38,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,Rumah dan ruko seberang roxy Mas di Duri Pulo gambir Jakarta Barat,"Gambir, Jakarta Pusat",2,2,2,154 m²,225 m²,"Rp 3,8 Miliar"
1716899281-39,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,Rumah di Jalan Subang Terawat Bangunan Luas,"Menteng, Jakarta Pusat",4,4,2,660 m²,660 m²,Rp 45 Miliar
1716899281-40,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1049,"Rumah 2 lantai Hoek, Lokasi Ok dan Tenang di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat",6,4,3,418 m²,700 m²,Rp 17 Miliar
1716899287-41,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah besar 2 lantai hadap Barat,"Cempaka Putih, Jakarta Pusat",12,4,2,603 m²,800 m²,Rp 13 Miliar
1716899287-42,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Mewah Glodok,"Glodok, Jakarta Pusat",4,5,2,210 m²,297 m²,"Rp 4,8 Miliar"
1716899287-43,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Kosan di Stasiun Garuda Kemayoran,"Gunung Sahari, Jakarta Pusat",34,34,4,253 m²,890 m²,Rp 10 Miliar
1716899287-44,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Pejompongan di Jakarta Pusat.,"Bendungan Hilir, Jakarta Pusat",4,3,1,201 m²,278 m²,Rp 9 Miliar
1716899287-45,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Rumah Artis , 2 lantai , halaman luas ,K renang ,Menteng ,Jakarta","Menteng, Jakarta Pusat",8,4,2,550 m²,350 m²,Rp 48 Miliar
1716899287-46,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Elite Jalan Lombok Gondangdia Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",3,1,2,300 m²,495 m²,Rp 48 Miliar
1716899287-47,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Rumah zonasi bisnis, Johar Baru, Jakarta Pusat","Johar Baru, Jakarta Pusat",4,3,2,270 m²,270 m²,Rp 9 Miliar
1716899287-48,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Tua Hitung Tanah SHM Sertifikat Hak Milik,"Senen, Jakarta Pusat",1,1,,360 m²,360 m²,"Rp 4,3 Miliar"
1716899287-49,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah dan 15  kos2an Salemba Jakarta,"Salemba, Jakarta Pusat",3,3,15,680 m²,285 m²,Rp 21 Miliar
1716899287-50,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Rumah Bagus di Jl Danau Mahalona, Benhil, Jakpus","Bendungan Hilir, Jakarta Pusat",4,3,1,120 m²,150 m²,"Rp 4,85 Miliar"
1716899287-51,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Tua Tanah Abang,"Tanah Abang, Jakarta Pusat",2,2,1,190 m²,190 m²,Rp 6 Miliar
1716899287-52,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah cantik.. dan asri..,"Menteng, Jakarta Pusat",4,3,2,660 m²,700 m²,Rp 52 Miliar
1716899287-53,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah bagus...,"Menteng, Jakarta Pusat",6,4,6,717 m²,1100 m²,Rp 60 Miliar
1716899287-54,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Tua Hitung Tanah di Petojo,"Petojo, Jakarta Pusat",3,3,1,240 m²,200 m²,"Rp 6,5 Miliar"
1716899287-55,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah 2 Lantai di Dekat Kemang Village Jakarta Pusat Butuh Uang,"Johar Baru, Jakarta Pusat",5,8,1,518 m²,450 m²,"Rp 15,5 Miliar"
1716899287-56,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"J.U.A.L Brand New House di Jl. Syamsul Rizal, Menteng 4BR","Menteng, Jakarta Pusat",4,4,,525 m²,1000 m²,Rp 59 Miliar
1716899287-57,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Rumah plus Kost kostsan daerah Kwitang, Jakarta Pusat","Kramat, Jakarta Pusat",3,2,1,748 m²,200 m²,Rp 25 Miliar
1716899287-58,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Town House Rumah Springhill Kemayoran 10 x 15 , Semifurnish , 4lantai , Lift . Kemayoran","Kemayoran, Jakarta Pusat",4,4,,260 m²,400 m²,"Rp 11,5 Miliar"
1716899287-59,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,"Rumah Tua , Rawasari Barat , Cempaka Putih , Jakarta pusat","Cempaka Putih, Jakarta Pusat",2,2,,550 m²,100 m²,Rp 11 Miliar
1716899287-60,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1048,Rumah Tua di Prime Area Komersial Cikini,"Cikini, Jakarta Pusat",,,,800 m²,,Rp 63 Miliar
1716899294-61,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"D.I.J.U.A.L Jarang Ada Rumah di Kawasan Elit, di Jl. Pandeglang-Menteng","Menteng, Jakarta Pusat",4,3,,720 m²,450 m²,"Rp 68,4 Miliar"
1716899294-62,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"Kost-kostan ,di cempaka putih, Jakarta pusat","Cempaka Putih, Jakarta Pusat",15,15,,250 m²,400 m²,Rp 7 Miliar
1716899294-63,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah Mewah Menteng Jl. Diponegoro,"Menteng, Jakarta Pusat",3,2,,1500 m²,1200 m²,Rp 220 Miliar
1716899294-64,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah mewah Menteng Jl. Cimahi,"Menteng, Jakarta Pusat",3,3,1,725 m²,520 m²,Rp 56 Miliar
1716899294-65,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah mewah menteng jl kimangun sarkoro,"Menteng, Jakarta Pusat",4,4,2,720 m²,1200 m²,Rp 72 Miliar
1716899294-66,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah Mewah Menteng Jl. Kertosono,"Menteng, Jakarta Pusat",4,4,2,1100 m²,1200 m²,Rp 140 Miliar
1716899294-67,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,BOJONEGORO MENTENG,"Menteng, Jakarta Pusat",8,7,7,543 m²,400 m²,"Rp 37,5 Miliar"
1716899294-68,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"Income Ratusan Juta perBulan Rumah Kost Jl Kramat Senen, Jakarta Pusat","Senen, Jakarta Pusat",104,,,774 m²,1500 m²,Rp 18 Miliar
1716899294-69,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,rumah hoek mewah Dan megah di menteng.,"Menteng, Jakarta Pusat",7,7,1,1388 m²,1500 m²,"Rp 74,5 Miliar"
1716899294-70,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"2 Bangunan Terpisah Rumah Kost Jl Batu Tulis VIII, Pacenongan, Jakarta Pusat","Gambir, Jakarta Pusat",39,18,,184 m²,236 m²,"Rp 8,8 Miliar"
1716899294-71,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,RUMAH DIJUAL di batu tulis pecenongan Jakarta Pusat harga bawah 2m,"Batutulis, Jakarta Pusat",4,2,,96 m²,120 m²,"Rp 1,8 Miliar"
1716899294-72,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"D.I.J.U.A.L Rumah  di Jl. Jambu, Menteng","Menteng, Jakarta Pusat",4,4,,586 m²,800 m²,Rp 39 Miliar
1716899294-73,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,RUMAH HUK SANGAT STRATEGIS DI PUSAT KOTA DEKAT KE PASAR TANAH ABANG DAN THAMRIN,"Tanah Abang, Jakarta Pusat",3,1,1,147 m²,127 m²,"Rp 3,6 Miliar"
1716899294-74,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Jual Rumah Kosan Bagus Kramat Kwitang @LST/S/2914,"Kramat, Jakarta Pusat",22,5,,220 m²,250 m²,Rp 6 Miliar
1716899294-75,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah Kosan Strategis Kramat Pulo Senen,"Senen, Jakarta Pusat",40,6,,300 m²,650 m²,Rp 6 Miliar
1716899294-76,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Rumah Kosan Keren Kebon Kacang,"Kebon Kacang, Jakarta Pusat",41,41,2,267 m²,800 m²,Rp 20 Miliar
1716899294-77,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"Rumah 2 lantai cantik, Johar baru,siap huni,","Johar Baru, Jakarta Pusat",6,4,,250 m²,300 m²,"Rp 4,5 Miliar"
1716899294-78,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,"RUMAH DI CEMPAKA PUTIH TIMUR RAYA, JAKPUS; BENTUK TANAH NGANTONG","Cempaka Putih, Jakarta Pusat",5,3,4,554 m²,431 m²,"Rp 13,5 Miliar"
1716899294-79,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,Di Jual Rumah Siap Huni Di Petojo Jakarta Pusat aa,"Gambir, Jakarta Pusat",3,2,2,185 m²,160 m²,Rp 5 Miliar
1716899294-80,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1047,RUMAH MEWAH DI MENTENG Hub 0813-1838-1838,"Menteng, Jakarta Pusat",6,5,13,763 m²,800 m²,Rp 67 Miliar
1716899300-81,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Menteng Area dekat Mal Sarinah Thamrin, jalan lebar, Exlusive","Menteng, Jakarta Pusat",5,4,4,1082 m²,600 m²,Rp 105 Miliar
1716899300-82,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Nice and Brand new renovated house with pool at Jl. Mangunsarkoro, Menteng- For S.a.l.e","Menteng, Jakarta Pusat",3,3,2,776 m²,500 m²,"Rp 54,5 Miliar"
1716899300-83,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumah di Area Komersil jl Kramat - Jakarta Pusat,"Kramat, Jakarta Pusat",5,3,4,1700 m²,500 m²,Rp 29 Miliar
1716899300-84,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumah Petojo Sabangan Jakarta Pusat,"Petojo, Jakarta Pusat",4,2,,150 m²,120 m²,"Rp 2,5 Miliar"
1716899300-85,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Jl Kramat Jaya Baru - Rumah tua hitung tanah,"Johar Baru, Jakarta Pusat",3,2,1,180 m²,150 m²,"Rp 3,5 Miliar"
1716899300-86,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Rumah Tua Hitung Tanah LT 180M2 (9x20) di lokasi strategis, tenang &amp; bebas banjir, di Jl Kramat Jaya Baru, Jakarta Pusat","Johar Baru, Jakarta Pusat",3,2,1,180 m²,150 m²,"Rp 3,5 Miliar"
1716899300-87,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Investasi kost menguntungkan,jakarta pusat","Senen, Jakarta Pusat",105,37,5,774 m²,1500 m²,Rp 25 Miliar
1716899300-88,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,MENTENG.RUMAH LAMA.LAYAK HUNI.ASRI.DI MENTENG JAKARTA PUSAT,"Menteng, Jakarta Pusat",5,5,,1000 m²,400 m²,Rp 30 Miliar
1716899300-89,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumah Murah Kokoh Strategis Di Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",6,4,1,185 m²,350 m²,"Rp 4,9 Miliar"
1716899300-90,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumas Klasik 2 Lantai Hoek Luas Asri Nyaman di Menteng Pegangsaan,"Menteng, Jakarta Pusat",4,3,8,1000 m²,650 m²,Rp 30 Miliar
1716899300-91,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Rumah Murah Bendungan Hilir LT 131 m2, 2 Lantai, view gedung MPR/DPR","Bendungan Hilir, Jakarta Pusat",5,4,2,131 m²,145 m²,"Rp 4,35 Miliar"
1716899300-92,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Golf Residence Kemayoran, Rumah mewah, Seberang JiExpo Kemayoran. 5kt, 4km 8x25. Hanya 8,5M!!","Kemayoran, Jakarta Pusat",5,4,,200 m²,285 m²,"Rp 8,5 Miliar"
1716899300-93,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,menteng bagus,"Menteng, Jakarta Pusat",4,4,2,,,Rp 40 Miliar
1716899300-94,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,menteng lokasi bagus sekali,"Menteng, Jakarta Pusat",3,3,2,,,Rp 70 Juta
1716899300-95,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumah dekat pusat penjualan barang barang elektonik,"Salemba, Jakarta Pusat",2,1,,154 m²,136 m²,"Rp 3,8 Miliar"
1716899300-96,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Rumah quest house, Menteng, Jakarta pusat","Menteng, Jakarta Pusat",19,19,,1640 m²,2500 m²,Rp 150 Miliar
1716899300-97,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,RUMAH TUA MURAH HITUNG TANAH,"Cempaka Putih, Jakarta Pusat",5,4,1,540 m²,400 m²,Rp 9 Miliar
1716899300-98,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Rumah lux dengan modern konsep dan desain tropikal di Cilandak dekat kawasan bisnis Jakarta Selatan,"Bendungan Hilir, Jakarta Pusat",4,4,5,,,Rp 36 Miliar
1716899300-99,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,Cepat RUMAH KOS di Jl. Danau Jempang,"Bendungan Hilir, Jakarta Pusat",19,19,,182 m²,427 m²,Rp 12 Miliar
1716899300-100,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1046,"Rumah Jl Pos Utara II Sawah Besar, Jakarta Pusat ST-R767","Sawah Besar, Jakarta Pusat",5,3,,200 m²,256 m²,Rp 7 Miliar
1716899306-101,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,"Rumah di Jalan Lombok, Menteng, Jakarta Pusat, Lokasi Sangat Strategis , SHM","Menteng, Jakarta Pusat",5,3,1,492 m²,450 m²,Rp 42 Miliar
1716899306-102,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,"Rumah Kost BagusDi Senen, Jakarta Pusat","Senen, Jakarta Pusat",105,89,,775 m²,1500 m²,"Rp 22,7 Miliar"
1716899306-103,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,"Rumah Kos 105 kamar di Jl Kramat, Senen.. Hub : 0813-1838-1838","Senen, Jakarta Pusat",105,89,3,774 m²,1500 m²,"Rp 22,7 Miliar"
1716899306-104,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,LEMBANG MENTENG 490 m2 LAYAK HUNI,"Menteng, Jakarta Pusat",5,5,2,490 m²,600 m²,"Rp 42,5 Miliar"
1716899306-105,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,Rumah Lama Hitung Tanah Murah di Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",8,8,1,555 m²,600 m²,"Rp 21,5 Miliar"
1716899306-106,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,rumah bagus dimenteng,"Menteng, Jakarta Pusat",6,4,3,765 m²,800 m²,Rp 70 Miliar
1716899306-107,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,Kost-Kost siap huni penuh semua,"Senen, Jakarta Pusat",105,89,50,774 m²,1500 m²,"Rp 23,5 Miliar"
1716899306-108,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,Rumah Lama Hitung Tanah di Area Menteng. Hub 0813 1838 satu Delapan Tiga Delapan,"Menteng, Jakarta Pusat",4,3,,570 m²,300 m²,Rp 36 Miliar
1716899306-109,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=1045,Rumah Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",3,2,4,689 m²,316 m²,Rp 49 Miliar
