web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,garage,land_area,building_area,price
1716910292-6800,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=470,Rumah mewah 2 lantai di Jl.cempaka putih tengah 25 belakang kampus Yarsi Cempaka putih Jakarta pusat,"Cempaka Putih, Jakarta Pusat",3,3,1,55 m²,97 m²,"Rp 2,4 Miliar"
1716910302-6801,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Luxurious Modern Classic Brand New House di Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",6,6,5,876 m²,1400 m²,Rp 90 Miliar
1716910302-6802,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,HUNIAN DI CEMPAKA PUTIH,"Cempaka Putih, Jakarta Pusat",4,4,2,260 m²,300 m²,"Rp 7,8 Miliar"
1716910302-6803,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah mewah LT 702 di Jl. Kramat VI, Kenari, Senen, Jakpus","Senen, Jakarta Pusat",5,4,3,702 m²,900 m²,"Rp 25,5 Miliar"
1716910302-6804,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,592 Rumah di Cikini,"Cikini, Jakarta Pusat",1,1,,519 m²,348 m²,Rp 21 Miliar
1716910302-6805,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah mewah LT 702 di Jl. Kramat VI, Kenari, Jakpus","Kramat, Jakarta Pusat",4,5,3,702 m²,900 m²,"Rp 25,5 Miliar"
1716910302-6806,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah 3 lantai di menteng,"Menteng, Jakarta Pusat",,,,80 m²,,"Rp 1,35 Miliar"
1716910302-6807,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"TURUN HARGA Rumah Plus Kos 3 Lantai Di Cempaka Putih, Jakarta","Cempaka Putih, Jakarta Pusat",22,21,,225 m²,495 m²,"Rp 13,5 Miliar"
1716910302-6808,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah cocok investasi LT 333 2 lantai di Kramat, Senen, Jakpus","Kramat, Jakarta Pusat",4,3,2,333 m²,400 m²,"Rp 4,9 Miliar"
1716910302-6809,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah 2 Lt LT 333 cocok investasi Kramat, senen, Jakpus","Kramat, Jakarta Pusat",4,3,2,333 m²,400 m²,"Rp 4,9 Miliar"
1716910302-6810,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah vintage strategis LT 418 Petojo Selatan, Gambir, Jakpus","Petojo, Jakarta Pusat",4,3,2,418 m²,300 m²,"Rp 13,9 Miliar"
1716910302-6811,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah vintage LT 418 di Jl. Persatuan Guru Petojo Selatan Jakpus,"Petojo, Jakarta Pusat",4,3,2,418 m²,300 m²,"Rp 13,9 Miliar"
1716910302-6812,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Dijual Rumah Siap Huni Di Kebon Kacang Jakarta Pusat SHM Bagus Utara,"Kebon Kacang, Jakarta Pusat",4,4,3,160 m²,280 m²,Rp 9 Miliar
1716910302-6813,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Dijual murah rumah 1 lantai di cempaka putih tengah,"Cempaka Putih, Jakarta Pusat",5,2,,209 m²,150 m²,"Rp 4,59 Miliar"
1716910302-6814,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah Standard di Cideng, Nego sampai Jadi","Cideng, Jakarta Pusat",3,2,,135 m²,120 m²,Rp 3 Miliar
1716910302-6815,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah Bagus 2 Lantai di menteng,"Menteng, Jakarta Pusat",5,5,5,864 m²,1200 m²,Rp 100 Miliar
1716910302-6816,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Dijual Murah Rumah Mewah 2lt di Kartini Jakarta Pusat,"Kartini, Jakarta Pusat",3,3,1,300 m²,480 m²,"Rp 6,2 Miliar"
1716910302-6817,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,"Rumah Tua Hitung Tanah, Gol C  di Menteng Jakarta Pusat","Menteng, Jakarta Pusat",7,4,1,743 m²,500 m²,Rp 80 Miliar
1716910302-6818,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah 2lt 276m Type 4kt Komplek Griya Agung Kemayoran,"Kemayoran, Jakarta Pusat",4,3,2,276 m²,200 m²,"Rp 5,6 Miliar"
1716910302-6819,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah Baru Cantik Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",4,4,1,180 m²,275 m²,"Rp 7,2 Miliar"
1716910302-6820,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=469,Rumah 2 lantai modern full fasilitas Gym & swimming pool di rawasari jakarta pusat SHM,"Johar Baru, Jakarta Pusat",2,2,1,68 m²,72 m²,Rp 985 Juta
1716910310-6821,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Bagus Murah di Cempaka Baru Kemayoran Jakarta Pusat Harga Bawah Pasar,"Kemayoran, Jakarta Pusat",5,5,2,179 m²,269 m²,"Rp 2,5 Miliar"
1716910310-6822,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910310-6823,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Dijual Rumah di Menteng Jakarta Pusat Mewah 5 Kamar Tidur,"Menteng, Jakarta Pusat",5,6,,1176 m²,1200 m²,Rp 170 Miliar
1716910310-6824,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Rumah di Jalan Subang
Menteng Jakarta Pusat 2 Lantai Butuh Renovasi","Menteng, Jakarta Pusat",7,5,2,660 m²,800 m²,Rp 41 Miliar
1716910310-6825,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Bagus 2 Lantai Di Kramat Lontar Jakarta Pusat,"Senen, Jakarta Pusat",12,4,,295 m²,210 m²,Rp 9 Miliar
1716910310-6826,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Mewah Pinggir Jalan Raya Tanah Abang Bisa Untuk Restoran Ut 3452,"Bendungan Hilir, Jakarta Pusat",8,4,3,347 m²,510 m²,Rp 20 Miliar
1716910310-6827,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Kepu selatan Jakarta Pusat jalan raya,"Kemayoran, Jakarta Pusat",3,3,2,203 m²,260 m²,"Rp 4,1 Miliar"
1716910310-6828,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Tua Pasar baru Jakarta Pusat luas 807m2 bisa untuk usaha,"Pasar Baru, Jakarta Pusat",5,3,,807 m²,300 m²,Rp 32 Miliar
1716910310-6829,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Kavling komersil karet pasar Baru jakarta pusat 933m2,"Karet Tengsin, Jakarta Pusat",5,3,,933 m²,300 m²,Rp 40 Miliar
1716910310-6830,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah tua jl Kelinci pasar baru jakarta pusat luas 471m2,"Pasar Baru, Jakarta Pusat",4,2,,471 m²,471 m²,Rp 14 Miliar
1716910310-6831,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Rumah di Cempaka putih tengah, bagus dan bangun sendiri","Cempaka Putih, Jakarta Pusat",,,,350 m²,,Rp 6 Miliar
1716910310-6832,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,For Sale Brandnew House Progres Finishing Di Menteng,"Menteng, Jakarta Pusat",5,5,5,864 m²,1200 m²,Rp 100 Miliar
1716910310-6833,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Rumah mewah murah dua lantai di Jl kramat VI, Kenari, Senen, Jakarta pusat","Kramat, Jakarta Pusat",5,4,4,702 m²,500 m²,"Rp 25,8 Miliar"
1716910310-6834,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Rumah mewah murah di Jl kramat VI , Senen, Jakarta pusat SHM","Kramat, Jakarta Pusat",5,4,4,702 m²,500 m²,"Rp 25,8 Miliar"
1716910310-6835,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Dijual Rumah di Menteng Lokasi Strategys,"Menteng, Jakarta Pusat",7,6,1,596 m²,700 m²,Rp 38 Miliar
1716910310-6836,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Dijual Rumah Kokoh di Bendungan Hilir,"Bendungan Hilir, Jakarta Pusat",6,5,1,376 m²,500 m²,"Rp 16,5 Miliar"
1716910310-6837,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Dijual rumah Benhil,"Bendungan Hilir, Jakarta Pusat",5,5,10,687 m²,289 m²,Rp 32 Miliar
1716910310-6838,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,Rumah Siap Huni di Komplek PLN Senayan,"Senayan, Jakarta Pusat",4,2,1,283 m²,279 m²,"Rp 13,5 Miliar"
1716910310-6839,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Rumah Teuku Umar Menteng Ring 1, Terluas, Termurah, Dekat Thamrin","Menteng, Jakarta Pusat",5,5,15,2629 m²,1724 m²,Rp 350 Miliar
1716910310-6840,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=468,"Classic House At Menteng 2 Lantai, Siap Huni, Tidak Tusa","Menteng, Jakarta Pusat",12,12,5,870 m²,1400 m²,Rp 65 Miliar
1716910320-6841,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Tanah + Rumah Tua Lokasi Strategis Di Menteng,"Menteng, Jakarta Pusat",8,5,,719 m²,646 m²,Rp 65 Miliar
1716910320-6842,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Terlaris Rumah Baru 2lt Akses Jalan 2mobil Bisa Kpr Cicilan 5jtaan Dekat Menteng Jakpus,"Menteng, Jakarta Pusat",2,2,2,23 m²,46 m²,Rp 880 Juta
1716910320-6843,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,RUMAH DI SAWAH BESAR COCOK UNTUK INVESTASI JAKARTA PUSAT,"Sawah Besar, Jakarta Pusat",3,4,,352 m²,352 m²,"Rp 6,9 Miliar"
1716910320-6844,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Rumah Model Villa Sangat Cakep Di Menteng,"Menteng, Jakarta Pusat",5,5,7,1225 m²,800 m²,Rp 95 Miliar
1716910320-6845,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Rumah Menteng, terawat, jarang ada","Menteng, Jakarta Pusat",4,4,,610 m²,900 m²,Rp 50 Miliar
1716910320-6846,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Rumah Cantik Siap Huni di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",5,5,1,842 m²,1000 m²,Rp 32 Miliar
1716910320-6847,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Rumah Lama Hitung Tanah Di Menteng,"Menteng, Jakarta Pusat",,,,650 m²,,"Rp 57,3 Miliar"
1716910320-6848,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Rumah Bagus 2 Lantai Kramat Lontar Jakarta Pusat,"Senen, Jakarta Pusat",12,4,,295 m²,210 m²,Rp 9 Miliar
1716910320-6849,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,1500 m²,150 m²,"Rp 3,5 Miliar"
1716910320-6850,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910320-6851,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"di Termurah ! Jual Cepat Hitung Tanah Jl Kartini Jakpus, Jakarta Pusat","Kartini, Jakarta Pusat",7,5,3,462 m²,540 m²,"Rp 9,5 Miliar"
1716910320-6852,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910320-6853,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910320-6854,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Rumah 2 1 4 Lantai Terawat Di Menteng,"Menteng, Jakarta Pusat",9,8,3,1400 m²,2000 m²,Rp 112 Miliar
1716910320-6855,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910320-6856,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Rumah Kosan Murah Harga Dibawah  Nilai Njop,"Senen, Jakarta Pusat",15,4,,115 m²,200 m²,Rp 1 Miliar
1716910320-6857,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Rumah Di Cempaka Putih Tengah Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",6,5,,180 m²,275 m²,"Rp 7,2 Miliar"
1716910320-6858,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910320-6859,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,Dijual Cepat Rumah Dibawah Harga Njop Di Cempaka Putih Jakarta,"Cempaka Putih, Jakarta Pusat",6,3,2,601 m²,325 m²,Rp 15 Miliar
1716910320-6860,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=467,"Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat",12,12,,150 m²,1500 m²,"Rp 3,5 Miliar"
1716910334-6861,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Dijual rumah harga investor cempaka Putih Jakarta timur,"Cempaka Putih, Jakarta Pusat",4,2,2,282 m²,350 m²,Rp 2 Miliar
1716910334-6862,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah Bagus 2 Lantai Di Kramat Lontar Jakarta Pusat,"Senen, Jakarta Pusat",12,4,,295 m²,210 m²,Rp 9 Miliar
1716910334-6863,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah  cantik dan Asri lokasi Fantastis diKemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",9,4,,220 m²,400 m²,Rp 7 Miliar
1716910334-6864,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Dijual Rumah di Percetakan Negara Jakarta Pusat Furnish,"Cempaka Putih, Jakarta Pusat",4,3,2,364 m²,200 m²,Rp 6 Miliar
1716910334-6865,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"Rumah Terawat di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat",8,7,7,537 m²,1100 m²,Rp 25 Miliar
1716910334-6866,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah Hitung Tanah di Cempaka Putih Tengah,"Cempaka Putih, Jakarta Pusat",5,2,2,209 m²,150 m²,"Rp 4,59 Miliar"
1716910334-6867,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"NEGO SMP DEAL! MAU PUNYA BEBAS BANJIR, ADA KOK, RUMAH 2,5 LT NGANTONG, DAERAH STRATEGIS DI CIDENG, JAK PUS","Cideng, Jakarta Pusat",6,4,,212 m²,200 m²,"Rp 5,95 Miliar"
1716910334-6868,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah 2 Lantai SHM Bagus,"Menteng Atas, Jakarta Pusat",3,2,2,420 m²,230 m²,"Rp 8,5 Miliar"
1716910334-6869,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"Rumah 2 Lantai Bagus SHM di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat",5,2,2,300 m²,120 m²,Rp 7 Miliar
1716910334-6870,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Di jual rmh mewah bagus siap huni nyaman,"Senayan, Jakarta Pusat",4,4,1,283 m²,297 m²,"Rp 13,5 Miliar"
1716910334-6871,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah Hitung Tanah SHM di Kawasan Menteng,"Menteng, Jakarta Pusat",5,4,1,650 m²,350 m²,Rp 55 Miliar
1716910334-6872,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"Dijual Rumah Asri, Terawat, Bagus Di Menteng","Menteng, Jakarta Pusat",3,3,1,285 m²,400 m²,Rp 27 Miliar
1716910334-6873,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"Rumah Tua di Kebon Kacang , Tanah Abang Jakarta Pusat","Tanah Abang, Jakarta Pusat",,,,207 m²,,"Rp 7,7 Miliar"
1716910334-6874,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Dijual Rumah Model Vintage Unik Di Menteng,"Menteng, Jakarta Pusat",18,17,,365 m²,500 m²,Rp 45 Miliar
1716910334-6875,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Dijual Rumah Klasik Prime Area Dan Bagus Di Menteng,"Menteng, Jakarta Pusat",6,6,4,600 m²,400 m²,Rp 65 Miliar
1716910334-6876,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,"Rumah Karang Anyar, Sawah Besar","Karang Anyar, Jakarta Pusat",4,2,,100 m²,85 m²,Rp 1 Miliar
1716910334-6877,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Turun Harga Dijual Rumah Europian Clasic Design Di Menteng,"Menteng, Jakarta Pusat",15,8,8,925 m²,1170 m²,Rp 65 Miliar
1716910334-6878,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Dijual Tanah SHM Siap Bangun Di Johar Baru Jakarta Pusat,"Johar Baru, Jakarta Pusat",,,,30 m²,,Rp 6 Miliar
1716910334-6879,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Rumah asri daerah menteng,"Menteng, Jakarta Pusat",6,6,3,1200 m²,800 m²,Rp 100 Miliar
1716910334-6880,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=466,Termurah Rumah 2lt Brand New Masuk Mobil Bisa Kpr Dp.50jt Cicilan 5jtan Perbulan di Jakpus,"Senen, Jakarta Pusat",2,2,2,23 m²,46 m²,Rp 880 Juta
1716910343-6881,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,di Jln.alaydrus petojo utara Gambir,"Gambir, Jakarta Pusat",,,,450 m²,,Rp 12 Miliar
1716910343-6882,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah kaetini,"Kartini, Jakarta Pusat",,,,64 m²,,"Rp 1,6 Miliar"
1716910343-6883,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,"Rumah murah bawah pasar di Jl kramat baru, Senen, Jakarta pusat","Kramat, Jakarta Pusat",4,3,2,333 m²,230 m²,"Rp 4,93 Miliar"
1716910343-6884,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,"Rumah murah bawah pasar dua lantai di Jl kramat baru, Senen, Jakarta pusat","Kramat, Jakarta Pusat",4,3,2,333 m²,230 m²,"Rp 4,93 Miliar"
1716910343-6885,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Brand New Dijual Rumah Di Cempaka Putih Tengah Jak Pus 2lantai,"Cempaka Putih, Jakarta Pusat",4,4,,180 m²,280 m²,"Rp 7,2 Miliar"
1716910343-6886,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Jual cepat Rumah Bagus di Jl. Syyamsu Rizal.menteng Jakarta Pusat,"Menteng, Jakarta Pusat",5,4,3,515 m²,470 m²,Rp 39 Miliar
1716910343-6887,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,"Kramat kwitang 595m, komersial, dekat, strategis, njop, murah","Senen, Jakarta Pusat",7,3,3,595 m²,400 m²,"Rp 17,5 Miliar"
1716910343-6888,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,"Dijual Cepat Rumah Petojo Utara,Jakarta Pusat","Petojo, Jakarta Pusat",4,4,4,318 m²,450 m²,Rp 12 Miliar
1716910343-6889,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,RUMAH DI KARTINI JAKARTA PUSAT 3 LANTAI,"Sawah Besar, Jakarta Pusat",4,3,,90 m²,180 m²,"Rp 1,75 Miliar"
1716910343-6890,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,RUMAH KARTINI 3 LANTAI JAKARTA PUSAT,"Sawah Besar, Jakarta Pusat",2,2,,28 m²,63 m²,"Rp 1,5 Miliar"
1716910343-6891,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,RUMAH MANGGA DUA DALAM JAKARTA PUSAT,"Sawah Besar, Jakarta Pusat",3,3,,120 m²,210 m²,"Rp 3,5 Miliar"
1716910343-6892,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah Di Kwitang Senen Jakarta Pusat,"Senen, Jakarta Pusat",4,3,1,241 m²,350 m²,"Rp 4,5 Miliar"
1716910343-6893,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Dijual Rumah Baru Konsep Modern Classic Di Prime Area Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",4,4,2,378 m²,800 m²,Rp 35 Miliar
1716910343-6894,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah Di Kwitang Senen Jakarta Pusat,"Senen, Jakarta Pusat",4,3,1,241 m²,350 m²,"Rp 4,5 Miliar"
1716910343-6895,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah mewah di Sumur Batu,"Sumur Batu, Jakarta Pusat",,,,375 m²,,"Rp 5,73 Miliar"
1716910343-6896,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah Asri Di Kemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",9,4,,220 m²,400 m²,Rp 7 Miliar
1716910343-6897,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Rumah Bagus Dan Murah 2.5 Lantai Turun Harga Di Lokasi Elit Benhil Tanah Abang Jakarta Pusat,"Bendungan Hilir, Jakarta Pusat",4,2,,97 m²,291 m²,"Rp 2,25 Miliar"
1716910343-6898,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,"Rumah di Jalan Persatuan Guru, Gambir Jakarta Pusat","Gambir, Jakarta Pusat",6,5,1,418 m²,500 m²,"Rp 13,5 Miliar"
1716910343-6899,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Dijual Rumah Menteng Area Tenang Jakarta Pusat,"Menteng, Jakarta Pusat",4,2,,517 m²,500 m²,Rp 13 Miliar
1716910343-6900,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=465,Dijual Rumah Menteng Asri Dan Tenang Jakarta Pusat,"Menteng, Jakarta Pusat",4,2,,517 m²,500 m²,Rp 13 Miliar
1716910352-6901,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,"Rumah Mewah Sumatera Menteng, Nego","Menteng, Jakarta Pusat",4,5,2,470 m²,600 m²,Rp 45 Miliar
1716910352-6902,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,Rumah Bebas Banjir Dan Strategis Di Cikini Jakarta Pusat S6020,"Cikini, Jakarta Pusat",5,2,,160 m²,120 m²,"Rp 1,7 Miliar"
1716910352-6903,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,Rumah Di Salemba Cocok Untuk Kost Kostan,"Senen, Jakarta Pusat",4,3,,100 m²,110 m²,Rp 1 Miliar
1716910352-6904,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,RUMAH BARU MENTENG JAKARTA PUSAT,"Menteng, Jakarta Pusat",4,4,4,378 m²,800 m²,Rp 35 Miliar
1716910352-6905,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,"Rumah di Kwitang, Jakarta Pusat","Senen, Jakarta Pusat",5,3,1,145 m²,120 m²,"Rp 3,5 Miliar"
1716910352-6906,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,Dijual Rumah Kos2an Dengan 11 Kamar di Area Kwitang Jakarta Pusat,"Senen, Jakarta Pusat",10,5,1,164 m²,250 m²,"Rp 3,25 Miliar"
1716910352-6907,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,rumah di danau singkarak benhil depan taman jakarta pusat,"Bendungan Hilir, Jakarta Pusat",3,2,,216 m²,180 m²,"Rp 5,9 Miliar"
1716910352-6908,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=464,Dijual cepat murah rumah di kartini,"Kartini, Jakarta Pusat",6,5,,411 m²,650 m²,"Rp 9,5 Miliar"
