web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,land_area,building_area,price
"1716938088-7805","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Dijual rumah murah butuh kemayoran angkasa","Kemayoran, Jakarta Pusat","2","1","LT54 m²","LB54 m²","Rp600 Juta"
"1716938088-7806","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Tua Hitung Tanah SHM Sertifikat Hak Milik","Senen, Jakarta Pusat","1","1","LT360 m²","LB360 m²","Rp4,3 Miliar"
"1716938088-7807","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Siap Huni Cempaka Baru Kemayoran JU-CEPAT","Kemayoran, Jakarta Pusat","5","3","LT96 m²","LB150 m²","Rp2,7 Miliar"
"1716938088-7808","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Asri Ada Kolam Ikan,bagus,siap Huni,lokasi Strategis di Cempaka Putih,jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938088-7809","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","RUMAH TERMURAH CANTIK SIAP HUNI DI MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","5","5","LT640 m²","LB700 m²","Rp57 Miliar"
"1716938088-7810","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Dempet Harga Kepepet di Cempaka Putih Jakpus 72923 Ds","Cempaka Putih, Jakarta Pusat","2","1","LT16 m²","LB48 m²","Rp500 Juta"
"1716938088-7811","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Dijual Rumah Luas & Mewah di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","6","LT382 m²","LB429 m²","Rp15 Miliar"
"1716938088-7812","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","RUMAH STRATEGIS DI JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","6","3","LT84 m²","LB168 m²","Rp3 Miliar"
"1716938088-7813","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Ngantong Di Jalan Pintu Air , Pasar Baru Luas 52 m2","Sawah Besar, Jakarta Pusat","5","2","LT52 m²","LB52 m²","Rp2,1 Miliar"
"1716938088-7814","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Ngantong Di Jalan Pintu Air , Pasar Baru Luas 52 m2","Sawah Besar, Jakarta Pusat","5","2","LT52 m²","LB52 m²","Rp2,1 Miliar"
"1716938088-7815","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah lama hitung tanah premium area di menteng","Menteng, Jakarta Pusat","4","3","LT657 m²","LB450 m²","Rp52 Miliar"
"1716938088-7816","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Koskosan Di Rawasari Jakarta Pusat","Cempaka Putih, Jakarta Pusat","13","4","LT163 m²","LB250 m²","Rp3,4 Miliar"
"1716938088-7817","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Di Jual rumah 2 lantai, minimalis modern Daerah Cempaka Putih Tengah XXVI E Lokasi Strategis, bebas banjir Jakarta Pusat","Cempaka Putih, Jakarta Pusat","2","2","LT54 m²","LB80 m²","Rp1,94 Miliar"
"1716938088-7818","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Koskosan Di Rawasari Jakarta Pusat","Cempaka Putih, Jakarta Pusat","13","4","LT163 m²","LB250 m²","Rp3,4 Miliar"
"1716938088-7819","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Rumah Tua Di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","4","2","LT630 m²","LB280 m²","Rp40 Miliar"
"1716938088-7820","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=106&urut=2","Dijual Cepat Rumah 2 Lantai di Cempaka Putih Barat Jakarta","Cempaka Putih, Jakarta Pusat","5","3","LT235 m²","LB200 m²","Rp5,5 Miliar"
"1716938094-7821","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual Rumah cempaka putih jakarta pusat","Cempaka Putih, Jakarta Pusat","3","1","LT263 m²","LB239 m²","Rp5,5 Miliar"
"1716938094-7822","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Murah di Cempaka Putih Hitung Tanah,strategis Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716938094-7823","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Cempaka Putih Hitung Tanah, Dekat Itc Cempaka Mas, Kampus Yarsi, Universitas Muhammadiyah, ,dekat Tol, Dekat Rumah Sakit, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716938094-7824","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Jual Cepat Rumah, Hitung Tanah, Jalan Utama Jakarta, Buat Investasi Usaha, Sangat Strategis, Luas 18x24 di Kramat Sentiong, Kramat, Jakarta Pusat","Kramat, Jakarta Pusat","6","2","LT432 m²","LB432 m²","Rp11 Miliar"
"1716938094-7825","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah di Cempaka Putih Tengah, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,35 Miliar"
"1716938094-7826","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Baru Siap Huni di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","5","LT150 m²","LB255 m²","Rp6 Miliar"
"1716938094-7827","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Kost 25 Kamar Tidur, 18 Kamar Mandi Rapi Harga 4,8 M Nego,","Johar Baru, Jakarta Pusat","25","18","LT121 m²","LB323 m²","Rp4,8 Miliar"
"1716938094-7828","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Hitung Tanah","Kemayoran, Jakarta Pusat","5","2","LT218 m²","LB100 m²","Rp4,5 Miliar"
"1716938094-7829","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual rumah di Kemayoran,Jakarta pusat","Kemayoran, Jakarta Pusat","2","2","LT96 m²","LB96 m²","Rp1,8 Miliar"
"1716938094-7830","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Jual secepatnya rumah mewah Lokasi Premium Harga sangat murah jarang ada","Menteng, Jakarta Pusat","4","4","LT395 m²","LB600 m²","Rp30 Miliar"
"1716938094-7831","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual Rumah Hadap Utara Lokasi Di Sawah Besar","Sawah Besar, Jakarta Pusat","0","0","LT131 m²","LB141 m²","Rp1,05 Miliar"
"1716938094-7832","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual Rumah Cempaka Putih Siap Huni One Gate System","Cempaka Putih, Jakarta Pusat","5","4","LT239 m²","LB239 m²","Rp4,6 Miliar"
"1716938094-7833","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual Rumah di Bendungan Hilir Lt 99 m² ayda Bank","Tanah Abang, Jakarta Pusat","0","0","LT99 m²","LB150 m²","Rp3,4 Miliar"
"1716938094-7834","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Dijual cepat rumah semifurnished di Menteng, Jakarta Pusat.","Menteng, Jakarta Pusat","6","4","LT374 m²","LB374 m²","Rp13 Miliar"
"1716938094-7835","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Kos Jl Kebon Kacang Tanah Abang","Tanah Abang, Jakarta Pusat","21","0","LT175 m²","LB244 m²","Rp9,5 Miliar"
"1716938094-7836","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Bagus 3 Lantai Di Sawah Besar","Sawah Besar, Jakarta Pusat","4","3","LT230 m²","LB690 m²","Rp6,5 Miliar"
"1716938094-7837","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","Rumah Cantik Siap Huni Di Cempaka Putih Utara Jakarta Pusat","Kemayoran, Jakarta Pusat","6","5","LT152 m²","LB300 m²","Rp3,9 Miliar"
"1716938094-7838","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","RUMAH MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","4","4","LT649 m²","LB500 m²","Rp40 Miliar"
"1716938094-7839","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","RUMAH DI BAWAH NJOP CEMPAKA PUTIH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","6","3","LT601 m²","LB325 m²","Rp13 Miliar"
"1716938094-7840","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=105&urut=2","RUMAH BARU MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","6","6","LT876 m²","LB1400 m²","Rp100 Miliar"
"1716938098-7841","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Cantik Siap Huni Di Cempaka Putih Utara Jakarta Pusat","Kemayoran, Jakarta Pusat","6","5","LT152 m²","LB300 m²","Rp3,9 Miliar"
"1716938098-7842","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Menteng Modern Minimalist House Premium Area","Menteng, Jakarta Pusat","4","4","LT395 m²","LB600 m²","Rp30 Miliar"
"1716938098-7843","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Menteng for Sale Area Premium, Rumah Lama Hitung Tanah","Menteng, Jakarta Pusat","4","4","LT657 m²","LB450 m²","Rp52 Miliar"
"1716938098-7844","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Dijual.Rumah Tua Hitung Tanah di Kampung Bali Jakarta Pusat","Tanah Abang, Jakarta Pusat","2","2","LT150 m²","LB102 m²","Rp3,9 Miliar"
"1716938098-7845","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah 2 Lantai Murah Siap Huni Di Jakarta Pusat Area Kramat Senen Jakpus","Senen, Jakarta Pusat","2","2","LT23 m²","LB46 m²","Rp880 Juta"
"1716938098-7846","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Kos Dan Tempat Usaha Di Daerah Tanah Abang","Tanah Abang, Jakarta Pusat","17","16","LT180 m²","LB450 m²","Rp18 Miliar"
"1716938098-7847","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","kan Rumah Cantik Minimalis Lokasi Cempaka Putih","Cempaka Putih, Jakarta Pusat","3","2","LT200 m²","LB180 m²","Rp90 Juta"
"1716938098-7848","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah 2 Lantai Di Komplek Elite Cempaka Putih","Cempaka Putih, Jakarta Pusat","3","3","LT52 m²","LB76 m²","Rp1,86 Miliar"
"1716938098-7849","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Dilokasi Premium Jakarta Pusat","Gambir, Jakarta Pusat","3","2","LT185 m²","LB160 m²","Rp5 Miliar"
"1716938098-7850","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Tua Hitung TanahI Super Strategis  DiCempaka Putih","Cempaka Putih, Jakarta Pusat","3","1","LT198 m²","LB100 m²","Rp3,5 Miliar"
"1716938098-7851","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Dijual rumah siap huni di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938098-7852","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Kos Dan Tempat Usaha Di Daerah Tanah Abang","Tanah Abang, Jakarta Pusat","17","16","LT180 m²","LB450 m²","Rp18 Miliar"
"1716938098-7853","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah 1,5 Lantai,siap Huni,bagus,lokasi Strategis,di Cempaka Putih,jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","3","LT235 m²","LB200 m²","Rp5,5 Miliar"
"1716938098-7854","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Jual Rumah Bagus di Cempaka Putih","Cempaka Putih, Jakarta Pusat","0","0","LT93 m²","LB93 m²","Rp2 Miliar"
"1716938098-7855","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Dijual Dikawasan Premium Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","4","2","LT226 m²","LB150 m²","Rp5,4 Miliar"
"1716938098-7856","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Dijual rumah baru selesai dibangun, Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","5","LT150 m²","LB255 m²","Rp5 Miliar"
"1716938098-7857","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Di Jual Rumah 2 Lantai Lokasi Strategis di Pasar Baru, Jakarta Pusat","Sawah Besar, Jakarta Pusat","4","2","LT225 m²","LB200 m²","Rp9 Miliar"
"1716938098-7858","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Kos Kwitang 12 kamar ROI 11 persen per tahun di Jakarta Pusat","Senen, Jakarta Pusat","12","12","LT150 m²","LB250 m²","Rp1,9 Miliar"
"1716938098-7859","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah Koskosan 35 Kamar Di Cempaka Putih","Cempaka Putih, Jakarta Pusat","86","79","LT139 m²","LB500 m²","Rp4,5 Miliar"
"1716938098-7860","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=104&urut=2","Rumah 1 Lantai Luas Tanah 269m Luas Bangunan 239m Kt 3+1 Km 2+1 Bagus SHM di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938102-7861","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Baru 2 Lantai di Cempaka putih Jakarta pusat","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB280 m²","Rp7,25 Miliar"
"1716938102-7862","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Mewah 2 Lantai Di Menteng Jl. Cimahi Jakarta Pusat SHM","Menteng, Jakarta Pusat","6","6","LT810 m²","LB1100 m²","Rp44,1 Miliar"
"1716938102-7863","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","RUMAH MEWAH DI KAWASAN PREMIUM GONDANGDIA MENTENG","Menteng, Jakarta Pusat","7","5","LT1078 m²","LB750 m²","Rp49 Miliar"
"1716938102-7864","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Terawat Dekat Bundaran Hi, Shm, Menteng","Menteng, Jakarta Pusat","5","4","LT764 m²","LB493 m²","Rp75 Miliar"
"1716938102-7865","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah dijual di jalan danau Tondano bendungan hilir Jakarta pusat","Bendungan Hilir, Jakarta Pusat","5","4","LT269 m²","LB376 m²","Rp10,9 Miliar"
"1716938102-7866","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","RUMAH TERMURAH DI JALAN CIK DITIRO JAKARTA PUSAT","Menteng, Jakarta Pusat","8","5","LT1005 m²","LB800 m²","Rp58 Miliar"
"1716938102-7867","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Asri Siap Huni Lokasi Prime di Menteng","Menteng, Jakarta Pusat","4","3","LT800 m²","LB500 m²","Rp60 Miliar"
"1716938102-7868","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Jual Rumah di Rajawali Selatan","Kemayoran, Jakarta Pusat","8","2","LT562 m²","LB1000 m²","Rp15 Miliar"
"1716938102-7869","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Minimalis Di Sumur Batu Kemayoran Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","4","LT228 m²","LB228 m²","Rp6,5 Miliar"
"1716938102-7870","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Siap Huni, Ada Kolam Renang, di Menteng","Menteng, Jakarta Pusat","3","3","LT753 m²","LB520 m²","Rp50 Miliar"
"1716938102-7871","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Mewah 2 Lantai di Menteng, Siap Huni, Ada Pool","Menteng, Jakarta Pusat","5","5","LT862 m²","LB1500 m²","Rp100 Miliar"
"1716938102-7872","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Jual Rumah di Rajawali Selatan","Kemayoran, Jakarta Pusat","8","2","LT562 m²","LB1000 m²","Rp15 Miliar"
"1716938102-7873","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah 3 Lantai Tengah Kota Bebas Banjir Di Jl. Cempaka Putih Tengah","Cempaka Putih, Jakarta Pusat","3","3","LT39 m²","LB115 m²","Rp1,66 Miliar"
"1716938102-7874","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Dijual Rumah Siap Huni di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938102-7875","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Jual Rumah 3lt di Rajawali Selatan","Kemayoran, Jakarta Pusat","8","2","LT562 m²","LB1000 m²","Rp15 Miliar"
"1716938102-7876","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Siap Huni di Komp Angkasa Pura Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","3","2","LT156 m²","LB264 m²","Rp6 Miliar"
"1716938102-7877","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Klasik Modern Lokasi Strategis Harga Mulai 300 Jutaan","Tanah Abang, Jakarta Pusat","2","1","LT66 m²","LB42 m²","Rp361 Juta"
"1716938102-7878","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Di Jual Rumah Golf Residence, Kemayoran, Luas 8 X 25m","Kemayoran, Jakarta Pusat","0","0","LT200 m²","LB285 m²","Rp10 Miliar"
"1716938102-7879","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Rumah Kost Strategis Di Kwitang Senen Jakarta Pusat S7372","Senen, Jakarta Pusat","10","10","LT150 m²","LB150 m²","Rp2,5 Miliar"
"1716938102-7880","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=103&urut=2","Dijual Rumah Bu Townhouse Cosmo Park Thamrin City Uk212 Furnished At Jakarta Pusat","Kebon Kacang, Jakarta Pusat","3","2","LT212 m²","LB212 m²","Rp2,8 Miliar"
"1716938106-7881","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","RUMAH BAGUS SIAP HUNI POSISI HOEK DI CIDENG, JAKARTA PUSAT","Cideng, Jakarta Pusat","5","3","LT248 m²","LB350 m²","Rp10,5 Miliar"
"1716938106-7882","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","RUMAH TUA DI KOTA GJH MADA, LT 94,5/80M², (7x13,5m²), KT 2, L.JLN 2 MOBIL, HRG 1,8 M NEGO","Jakarta Pusat, Jakarta","3","2","LT94 m²","LB70 m²","Rp1,8 Miliar"
"1716938106-7883","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual rumah siap huni di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938106-7884","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Menteng, Jakarta Pusat, 925 m², 2 Lt, SHM (TSI/16758)","Menteng, Jakarta Pusat","9","9","LT925 m²","LB1585 m²","Rp65 Miliar"
"1716938106-7885","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Menteng, Jakarta Pusat, 925 m², 2 Lt, SHM (TSI/16758)","Menteng, Jakarta Pusat","9","9","LT925 m²","LB1585 m²","Rp65 Miliar"
"1716938106-7886","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Rumah Tinggal Di Johar Baru Utara Jakarta Pusat","Johar Baru, Jakarta Pusat","4","2","LT139 m²","LB100 m²","Rp2,25 Miliar"
"1716938106-7887","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","DIJUAL RUMAH CLUSTER MODERN MEWAH MURAH 3 LANTAI DI RAWASARI CEMPAKA PUTIH JAKARTA PUSAT JUAL SHM","Cempaka Putih, Jakarta Pusat","3","2","LT25 m²","LB73 m²","Rp972 Juta"
"1716938106-7888","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Prime Location Dijual Rumah Mewah di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","4","4","LT395 m²","LB600 m²","Rp30 Miliar"
"1716938106-7889","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Rumah Minimalis di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938106-7890","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Rumah Brand New 2 Lantai di Menteng","Menteng, Jakarta Pusat","5","5","LT879 m²","LB1000 m²","Rp100 Miliar"
"1716938106-7891","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Kost Exclusive Baru Grand Harmoni Residence Jakarta Pusat","Menteng, Jakarta Pusat","18","18","LT71 m²","LB280 m²","Rp5,9 Miliar"
"1716938106-7892","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Lokasi Premium di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","5","3","LT770 m²","LB400 m²","Rp25 Miliar"
"1716938106-7893","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","10","5","LT588 m²","LB261 m²","Rp15 Miliar"
"1716938106-7894","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah di Cempaka putih lt 269 SHM 1 1/4 lti kt 4","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938106-7895","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Cempaka Putih Jakarta Pusat, hadap timur, SHM, jl 2 mobil","Cempaka Putih, Jakarta Pusat","5","3","LT900 m²","LB500 m²","Rp21 Miliar"
"1716938106-7896","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Rumah Siap Huni di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT269 m²","LB239 m²","Rp5,5 Miliar"
"1716938106-7897","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Minimalis Murah Siap Huni di Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","4","3","LT45 m²","LB90 m²","Rp1,2 Miliar"
"1716938106-7898","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah 3lantai, Sultan Menteng 6KT, BUCepat TOP","Menteng, Jakarta Pusat","6","4","LT717 m²","LB1200 m²","Rp59 Miliar"
"1716938106-7899","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Dijual Rumah Kemayoran","Kemayoran, Jakarta Pusat","0","0","LT265 m²","LB100 m²","Rp5 Miliar"
"1716938106-7900","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=102&urut=2","Rumah Dan Kost2 An Aktif Di Rawasari Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","3","LT211 m²","LB125 m²","Rp6 Miliar"
"1716938114-7901","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Di Jual rumah 2 lantai minimalis sederhana","Kemayoran, Jakarta Pusat","2","2","LT24 m²","LB47 m²","Rp630 Juta"
"1716938114-7902","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Dijual Rumah di Danau Poso","Tanah Abang, Jakarta Pusat","3","3","LT234 m²","LB234 m²","Rp14,5 Miliar"
"1716938114-7903","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","KANTOR ATAU RUMAH DI PAL PUTIH KRAMAT-SENEN","Senen, Jakarta Pusat","5","5","LT339 m²","LB221 m²","Rp6,5 Miliar"
"1716938114-7904","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Bu Rumah Second Gema Pesona Estate Kawasan Elit Depok","Senen, Jakarta Pusat","6","5","LT144 m²","LB250 m²","Rp2,3 Miliar"
"1716938114-7905","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Jual Cepat Rumah Kost Sawah Besar Jakarta Pusat Setara Hotel","Sawah Besar, Jakarta Pusat","44","44","LT360 m²","LB1500 m²","Rp15,5 Miliar"
"1716938114-7906","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Jual Rumah 3lt di Rajawali Selatan Bagus","Kemayoran, Jakarta Pusat","8","2","LT562 m²","LB1000 m²","Rp15 Miliar"
"1716938114-7907","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Rumah Mewah Ada Pool, Luas 925m² di Menteng Pusat, Lengkap Fasilitas Dengan Kondisi Furnished","Menteng, Jakarta Pusat","9","9","LT925 m²","LB1585 m²","Rp65 Miliar"
"1716938114-7908","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Jual Rumah di Rajawali Selatan","Kemayoran, Jakarta Pusat","8","2","LT562 m²","LB1000 m²","Rp15 Miliar"
"1716938114-7909","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Dijual Cepat Rumah Kost Sawah Besar Jakarta Pusat Setara Hotel","Sawah Besar, Jakarta Pusat","44","44","LT360 m²","LB1500 m²","Rp15,5 Miliar"
"1716938114-7910","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Dijual Cepat Rumah Kost Sawah Besar Jakarta Pusat Setara Hotel","Sawah Besar, Jakarta Pusat","44","44","LT360 m²","LB1500 m²","Rp15,5 Miliar"
"1716938114-7911","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=101&urut=2","Rumah Tua Murah Bgt di Jl Nilam 2, Sumur Batu, Kemayoran,jakpus","Kemayoran, Jakarta Pusat","3","2","LT666 m²","LB350 m²","Rp9 Miliar"
