web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,land_area,building_area,price
"1716939306-254","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","RUKO JUANDA SAWAH BESAR JAKARTA PUSAT KOMERSIAL 3 LANTAI POSISI HOOK","Sawah Besar, Jakarta Pusat","2","3","340m2","340m2","Rp 13,2 Miliar"
"1716939306-255","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","RUMAH KARTINI JAKARTA PUSAT MURAH !","Kartini, Jakarta Pusat","3","2","166m2","275m2","Rp 2,8 Miliar"
"1716939306-256","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","RUKO JAKARTA PUSAT JUAL MURAH BU","Sawah Besar, Jakarta Pusat","","2","74m2","213m2","Rp 4,5 Miliar"
"1716939306-257","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","LUXURY APARTEMENT TOWER THE MANSION, LE PARC RESIDENCES, THAMRIN NINE JAKARTA PUSAT, TRIPLEX UNIT","Thamrin, Jakarta Pusat","4+1","4+1","1500m2","1500m2","Rp 105 Miliar"
"1716939306-258","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","RUMAH DI JL KELINCI PASAR BARU JAKARTA PUSAT","Pasar Baru, Jakarta Pusat","2","1","168m2","100m2","Rp 5 Miliar"
"1716939306-259","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","OFFICCE SPACE DI PUSAT BISNIS THAMRIN CITY JAKARTA PUSAT","Thamrin, Jakarta Pusat","","1","94.92m2","94.92m2","Rp 3,35 Miliar"
"1716939306-260","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","APARTEMENT  THAMRIN EXECUTIVE RESIDENCE THAMRIN BOULEVARD JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","2","1","55m2","55m2","Rp 2,8 Miliar"
"1716939306-261","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","RUMAH MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","2","1","200m2","150m2","Rp 20 Miliar"
"1716939306-262","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","Ruko Pasar Baru Jakarta Pusat","Pasar Baru, Jakarta Pusat","2","1","114m2","222m2","Rp 13 Miliar"
"1716939306-263","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","TANAH SIAP BANGUN STRATEGIS DIJOHAR BARU JAKARTA PUSAT","Johar Baru, Jakarta Pusat","","","300m2","","Rp 18 Juta/m2"
"1716939306-264","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","APARTEMEN THE MANSION JASMINE KEMAYORAN NON FURNISHED TOWER DORADA LANTAI TINGGI JAKARTA PUSAT","Kemayoran, Jakarta Pusat","2","1","70m2","70m2","Rp 1,1 Miliar"
"1716939306-265","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=103","TANAH MENTENG, JAKARTA PUSAT","Menteng, Jakarta Pusat","","","692m2","","Rp 83 Juta/m2"
"1716939310-266","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","KIOS TANAH ABANG JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","","1","7m2","7m2","Rp 1,1 Miliar"
"1716939310-267","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","APARTEMENT MEDITERANIA KEMAYORAN JAKARTA PUSAT","Kemayoran, Jakarta Pusat","2","1","44m2","44.75m2","Rp 570 Juta"
"1716939310-268","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUMAH CEMPAKA PUTIH JAKARTA PUSAT BAGUS SIAP HUNI","Cempaka Putih, Jakarta Pusat","4+1","3+1","150m2","255m2","Rp 6,5 Miliar"
"1716939310-269","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","Apartement 3 BR Graha Cempaka Mas Jakarta Pusat","Cempaka Mas, Jakarta Pusat","3+1","2+1","94m2","94m2","Rp 1 Miliar"
"1716939310-270","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","Apartement 2 BR Graha Cempaka Mas Jakarta Pusat","Cempaka Mas, Jakarta Pusat","2+1","2+1","74m2","74m2","Rp 750 Juta"
"1716939310-271","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","GEDUNG KANTOR DI MENTENG GONDANGDIA JAKARTA PUSAT","Gondangdia, Jakarta Pusat","","4","755m2","2186m2","Rp 60 Miliar"
"1716939310-272","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUMAH DI JL KELINCI RAYA PASAR BARU JAKARTA PUSAT ROW 2 MOBIL LEGA","Pasar Baru, Jakarta Pusat","3","3","374m2","","Rp 9,5 Miliar"
"1716939310-273","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUMAH CIDENG JAKARTA PUSAT 2 LANTAI","Cideng, Jakarta Pusat","7","3","258m2","300m2","Rp 8 Miliar"
"1716939310-274","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUKO GANDENG HARMONI JAKARTA PUSAT 4 LANTAI DEKAT MONAS","Harmoni, Jakarta Pusat","","4","144m2","454m2","Rp 8 Miliar"
"1716939310-275","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUMAH CIDENG 2,5 LANTAI HADAP BARAT DEKAT TANAH ABANG JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","5","5","246m2","500m2","Rp 10,5 Miliar"
"1716939310-276","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUKO JALAN BIAK CIDENG GAMBIR HADAP TIMUR JAKARTA PUSAT","Gambir, Jakarta Pusat","4","3","147m2","298m2","Rp 5,5 Miliar"
"1716939310-277","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=102","RUMAH KARTINI MURAH JAKARTA PUSAT","Kartini, Jakarta Pusat","6","2","96m2","168m2","Rp 2,2 Miliar"
"1716939313-278","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","TANAH KOMERSIAL STRATEGIS DI JAKARTA PUSAT","Gondangdia, Jakarta Pusat","","","1070m2","","Rp 125 Juta/m2"
"1716939313-279","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","TOKO/KIOS LOKASI STRATEGIS DI THAMRIN CITY TENGAH Di JAKARTA PUSAT","Thamrin, Jakarta Pusat","","","4m2","4m2","Rp 275 Juta"
"1716939313-280","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH KENARI KRAMAT RAYA JAKARTA PUSAT SIAP HUNI","Kramat, Jakarta Pusat","4","4","202m2","350m2","Rp 5,5 Miliar"
"1716939313-281","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH PETOJO, JAKARTA PUSAT DI BAWAH NJOP, PINGGIR JALAN","Petojo, Jakarta Pusat","","","400m2","436m2","Rp 12 Miliar"
"1716939313-282","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUKO DI PUSAT PERNIAGAAN, JAKARTA PUSAT UNTUK HOTEL","Hasyim Ashari, Jakarta Pusat","","","96m2","228m2","Rp 4,5 Miliar"
"1716939313-283","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH PETOJO, JAKARTA PUSAT CANTIK UTK KELUARGA BESAR","Petojo, Jakarta Pusat","5","4","300m2","300m2","Rp 8,5 Miliar"
"1716939313-284","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH PETOJO, JAKARTA PUSAT SIAP HUNI UNTUK KELUARGA BESAR","Petojo, Jakarta Pusat","5","3","225m2","226m2","Rp 7 Miliar"
"1716939313-285","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH CANTIK JAKARTA PUSAT","Petojo, Jakarta Pusat","4","3","160m2","136m2","Rp 4,5 Miliar"
"1716939313-286","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUMAH TANAH ABANG JAKARTA PUSAT MINIMALIS LANTAI 2","Bendungan Hilir, Jakarta Pusat","4","4","115m2","210m2","Rp 4,2 Miliar"
"1716939313-287","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","2 RUMAH, TANAH 360m2, Cocok UNTUK INVESTASI KOS KOSAN.  GAMBIR,  JAKARTA PUSAT","Gambir, Jakarta Pusat","6","2","360m2","200m2","Rp 5 Miliar"
"1716939313-288","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","APARTEMENT ARANDRA 3 BR FURNISHED CEMPAKA PUTIH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","3","2","112m2","112m2","Rp 4,5 Miliar"
"1716939313-289","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=101","RUKO KOMERSIL LOKASI STRATEGIS DI PUSAT KOTA","Menteng, Jakarta Pusat","2","2","73m2","219m2","Rp 11 Miliar"
"1716939317-290","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","MENTENG PARK EMERALD CIKINI DI JAKARTA PUSAT","Cikini, Jakarta Pusat","2","1","64m2","58m2","Rp 3 Miliar"
"1716939317-291","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUMAH STRATEGIS 3 LT SIAP HUNI DI KRAMAT LONTAR SENEN JAKARTA PUSAT","Kramat, Jakarta Pusat","5","3","78m2","156m2","Rp 1,2 Miliar"
"1716939317-292","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUKO MURAH  2 LANTAI PRAMUKA RAYA JAKARTA PUSAT","Matraman, Jakarta Timur","","1","55m2","100m2","Rp 1,9 Miliar"
"1716939317-293","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","HOTEL PETAMBURAN, JAKARTA PUSAT, PENGINAPAN PONDOKAN MASIH BEROPERASI","Tanah Abang, Jakarta Pusat","13","13","300m2","254m2","Rp 18 Miliar"
"1716939317-294","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUMAH DI KEMAYORAN JAKARTA PUSAT PINGGIR JALAN RAYA COCOK BUAT USAHA","Kemayoran, Jakarta Pusat","3","2","27m2","81m2","Rp 930 Juta"
"1716939317-295","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","Rumah Cantik Vintage Mewah Cikini Menteng Jakarta Pusat Penuh Hoki Model Tanah Kantong Row Jalan Lebar Bebas Banjir","Cikini, Jakarta Pusat","4+1","4+1","568m2","268m2","Rp 19 Miliar"
"1716939317-296","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUKO KETAPANG GAJAH MADA JAKARTA PUSAT","Gajah Mada, Jakarta Pusat","","1","63m2","315m2","Rp 4,2 Miliar"
"1716939317-297","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUMAH JALAN RAYA CIDENG DEKAT TOMANG JAKARTA PUSAT HITUNG TANAH HARGA NJOP","Cideng, Jakarta Pusat","5","2","425m2","375m2","Rp 18 Miliar"
"1716939317-298","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","APARTEMEN MANSION SIAP HUNI RAPI DI KEMAYORAN JAKARTA PUSAT","Kemayoran, Jakarta Pusat","2","1","52m2","52m2","Rp 1,4 Miliar"
"1716939317-299","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUKO 4 LANTAI DI ROXY JAKARTA PUSAT","Roxy, Jakarta Pusat","","4","109m2","346m2","Rp 3,5 Miliar"
"1716939317-300","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","RUMAH LAYAK HUNI DI JAKARTA PUSAT. COCOK UNTUK TEMPAT TINGGAL ATAU KOS-KOSAN. BANGUNAN 1 1/4 LANTAI","Salemba, Jakarta Pusat","4","3","169m2","220m2","Rp 2,8 Miliar"
"1716939317-301","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=100","APARTMENT BOELEVARD 1 BR TANAH ABANG JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","1","1","43m2","43m2","Rp 1,1 Miliar"
"1716939321-302","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","RUMAH MANGGA DUA DALAM JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","3","3","120m2","210m2","Rp 3,5 Miliar"
"1716939321-303","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","RUKO 4 LANTAI DI CIDENG JAKARTA PUSAT","Cideng, Jakarta Pusat","","4","70m2","280m2","Rp 7 Miliar"
"1716939321-304","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","Apartemen Penthouse Four Seasons Residences Apartment Jakarta Pusat City View Kota Jakarta","Setiabudi, Jakarta Selatan","3+1+1","4+1+1","338m2","338m2","Rp 18 Miliar"
"1716939321-305","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","RUMAH KOST BARU DI PASAR BARU JAKARTA PUSAT","Pasar Baru, Jakarta Pusat","26","26","256m2","","Rp 11 Miliar"
"1716939321-306","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","FOR SALE 2BR APARTMENT MENTENGPARK CIKINI JAKARTA PUSAT LOKASI STATEGIS","Menteng, Jakarta Pusat","2","2","64m2","64m2","Rp 3 Miliar"
"1716939321-307","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","RUMAH SIAP HUNI DI PETOJO BARAT RAYA CIDENG TIMUR JAKARTA PUSAT","Cideng, Jakarta Pusat","5","6","160m2","","Rp 5,2 Miliar"
"1716939321-308","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","Rumah kontrakan di kawasan Kebayoran Jakarta pusat","Kemayoran, Jakarta Pusat","11","11","627m2","600m2","Rp 8,5 Miliar"
"1716939321-309","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","Dijual Ruko Jakarta Pusat, 4 Lantai, Lokasi super strategis","Petojo, Jakarta Pusat","","4","105m2","378m2","Rp 7 Miliar"
"1716939321-310","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","RUKO PERCETAKAN NEGARA, JOHAR JAKARTA PUSAT","Percetakan Negara, Jakarta Pusat","3","3","130m2","214m2","Rp 4,7 Miliar"
"1716939321-311","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","APARTEMEN BARU SIAP HUNI DI JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","2+1","2+1","1m2","115m2","Rp 2,9 Miliar"
"1716939321-312","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","APARTEMEN BARU SIAP HUNI DI JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","3+1","2+1","1m2","104m2","Rp 2,35 Miliar"
"1716939321-313","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=99","OFFICE SPACE DI JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","","","1m2","240.5m2","Rp 7 Miliar"
"1716939324-314","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","Turun Harga Rumah 2 lantai siap huni sangat strategis di Cempaka Baru Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","2","79m2","152m2","Rp 1,4 Miliar"
"1716939324-315","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","Ruko Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat","","3","63m2","202m2","Rp 14 Miliar"
"1716939324-316","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUKO PUSAT KOTA DI KARTINI JAKARTA PUSAT","Kartini, Jakarta Pusat","1","3","124m2","260m2","Rp 3,5 Miliar"
"1716939324-317","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","TANAH EX SHOWROOM DI GUNUNG SAHARI JAKARTA PUSAT","Gunung Sahari, Jakarta Pusat","","1","165m2","165m2","Rp 2,5 Miliar"
"1716939324-318","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUKO PALAZZO GRAND PALACE BAGUS SIAP PAKAI DI KEMAYORAN JAKARTA PUSAT","Kemayoran, Jakarta Pusat","","4","83m2","300m2","Rp 4,5 Miliar"
"1716939324-319","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUKO GAJAH MADA JAKARTA PUSAT KOMERSIL STRATEGIS","Gajah Mada, Jakarta Pusat","3","3","80m2","80m2","Rp 6,97 Miliar"
"1716939324-320","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUKO GAJAH MADA JAKARTA PUSAT LOKASI STRATEGIS","Gajah Mada, Jakarta Pusat","3","3","80m2","80m2","Rp 6,98 Miliar"
"1716939324-321","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUMAH GANG BUNTU LOKASI TANAH SEREAL JAKARTA PUSAT","Gajah Mada, Jakarta Pusat","3","2","102m2","200m2","Rp 2,4 Miliar"
"1716939324-322","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUKO GAJAHMADA JAKARTA PUSAT KOMERSIL LOKASI STRATEGIS","Gajah Mada, Jakarta Pusat","3","3","60m2","240m2","Rp 3,75 Miliar"
"1716939324-323","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","GEDUNG LUAS DI SANGAJI JAKARTA PUSAT","Petojo, Jakarta Pusat","","6","1662m2","3282m2","Rp 100 Miliar"
"1716939324-324","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUMAH GOLF VIEW KEMAYORAN JAKARTA PUSAT","Kemayoran, Jakarta Pusat","4+1","3","200m2","285m2","Rp 10 Miliar"
"1716939324-325","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=98","RUMAH DI SALEMBA, JAKARTA PUSAT","Salemba, Jakarta Pusat","5","2","216m2","180m2","Rp 3,5 Miliar"
"1716939328-326","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","MURAH RUKO DI GUNUNG SAHARI RAYA! JAKARTA PUSAT!","Gunung Sahari, Jakarta Pusat","","1","64m2","190m2","Rp 3,5 Miliar"
"1716939328-327","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","APARTEMEN DUPLEX UNIT, PRIVATE LIFTLE PARC RESIDENCES, THAMRIN NINE, LUXURY APARTMENT TOWER THE MANSION, JAKARTA PUSAT.","Thamrin, Jakarta Pusat","4+1","4+1","1200m2","1200m2","Rp 84 Miliar"
"1716939328-328","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUKO ROXY, JAKARTA PUSAT","Roxy, Jakarta Pusat","","4","75m2","250m2","Rp 4 Miliar"
"1716939328-329","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","TANAH GAJAHMADA JAKARTA PUSAT","Gajah Mada, Jakarta Pusat","","","489m2","","Rp 25,56 Juta/m2"
"1716939328-330","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUMAH GOLF VIEW LANGKA SERIUS CEPAT GOLF RESIDENCE KEMAYORAN","Kemayoran, Jakarta Pusat","4+1","3","200m2","285m2","Rp 10 Miliar"
"1716939328-331","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUMAH JLN KARTINI, JAKARTA PUSAT, BANGUNAN LAMA LAYAK HUNI","Kartini, Jakarta Pusat","5","1","64m2","128m2","Rp 1,1 Miliar"
"1716939328-332","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUMAH 2 LANTAI POSISI HOOK KOMPLEK VILLA PASAR BARU SAWAH BESAR JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","4","5","192m2","380m2","Rp 6,5 Miliar"
"1716939328-333","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","Tanah Siap Bangun Johar Baru Jakarta Pusat","Johar Baru, Jakarta Pusat","","","300m2","","Rp 17,8 Juta/m2"
"1716939328-334","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUMAH CEMPAKA PUTIH RAYA LOKASI SANGAT STRATEGIS DEKAT PUSAT KULINER CEMPAKA PUTIH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","8","2","340m2","450m2","Rp 15 Miliar"
"1716939328-335","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","APARTEMEN ITC ROXY MAS JAKARTA PUSAT BR 4+1 (KODE RMRG1876)","Gambir, Jakarta Pusat","4+1","3+1","135m2","135m2","Rp 2,4 Miliar"
"1716939328-336","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","RUMAH MINI CLUSTER BARU ADA 10 UNIT GUNUNG SAHARI, JAKARTA PUSAT","Gunung Sahari, Jakarta Pusat","3","3","25m2","90m2","Rp 991,76 Juta"
"1716939328-337","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=97","HOTEL TAMANSARI 5 LANTAI 1048M2 LOKASI DEKAT GAJAHMADA JAKARTA PUSAT","Tamansari, Jakarta Barat","52","52","314m2","1048m2","Rp 17 Miliar"
"1716939331-338","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","APARTEMEN SERASA RUKO,  TOWNHOME, TRIPLEX UNIT PRIVATE LIFT, LE PARC RESIDENCES, THAMRIN NINE, LUXURY APARTMENT TOWER THE MANSION, JAKARTA PUSAT","Thamrin, Jakarta Pusat","4+1","4+1","635m2","635m2","Rp 44,5 Miliar"
"1716939331-339","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUMAH KOST 3LANTAI BENDUNGAN HILIR JAKARTA PUSAT","Bendungan Hilir, Jakarta Pusat","45","45","256m2","700m2","Rp 13,5 Miliar"
"1716939331-340","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUMAH DI SAWAH BESAR COCOK UNTUK INVESTASI JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","3","4","352m2","352m2","Rp 6,9 Miliar"
"1716939331-341","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUMAH TUA DI PINGGIR JALAN RAYA,AREA GN.SAHARI,JAKARTA PUSAT","Gunung Sahari, Jakarta Pusat","","1","508m2","400m2","Rp 15,5 Miliar"
"1716939331-342","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUMAH BARU JELAMBAR, JAKARTA PUSAT 4 LANTAI","Jelambar, Jakarta Barat","","4","72m2","250m2","Rp 2,75 Miliar"
"1716939331-343","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUMAH KEBON SIRIH SUPER STRATEGIS JAKARTA PUSAT","Kebon Sirih, Jakarta Pusat","4+2","5+2","700m2","500m2","Rp 20 Miliar"
"1716939331-344","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","Dijual rumah Di SalembaJAKARTA PUSAT","Johar Baru, Jakarta Pusat","5+2","5+2","285m2","450m2","Rp 7,9 Miliar"
"1716939331-345","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","Ruko 3 Lantai di Cempaka PutihJakarta Pusat","Cempaka Putih, Jakarta Pusat","","3","115m2","80m2","Rp 5,2 Miliar"
"1716939331-346","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","APARTEMEN THE JAKARTA RESIDENCE COSMO MANSION KELURAHAN KEBUN MELATI KECAMATAN TANAH ABANG  JAKARTA PUSAT","Thamrin, Jakarta Pusat","3 + 1","2 + 1","87.46m2","87.46m2","Rp 2 Miliar"
"1716939331-347","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","RUKO LAUTZE KARTINI SAWAH BESAR, JAKARTA PUSAT 2.5LT","Kartini, Jakarta Pusat","","2","140m2","350m2","Rp 3,7 Miliar"
"1716939331-348","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","Rumah Kost Hotel 13 Pintu Unik Betawi Style Cikini Jakarta Pusat","Menteng, Jakarta Pusat","13+1","13+1","150m2","270m2","Rp 6,7 Miliar"
"1716939331-349","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=96","The Mansion Kemayoran Apartment fully furnished 2 BR (Tower Gloria) di Jakarta Pusat.","Kemayoran, Jakarta Pusat","1","1","51m2","51m2","Rp 1,1 Miliar"
"1716939335-350","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=95","Ruko siap pakai di petojo cideng jakarta pusat","Cideng, Jakarta Pusat","3+1","5","85m2","195m2","Rp 3,35 Miliar"
"1716939335-351","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=95","RUMAH SIAP HUNI DI PETOJO VIY CIDENG JAKARTA PUSAT","Cideng, Jakarta Pusat","20","6","166m2","378m2","Rp 4,7 Miliar"
"1716939335-352","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=95","KAVLING DI JALAN PEMBANGUNAN PETOJO UTARA JAKARTA PUSAT","Cideng, Jakarta Pusat","","","225m2","","Rp 2,3 Miliar"
"1716939335-353","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=95","RUMAH SIAP HUNI DI PETOJO VIY CIDENG JAKARTA PUSAT","Cideng, Jakarta Pusat","2","3","90m2","205m2","Rp 2,5 Miliar"
