web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,land_area,building_area,price
"1716939492-859","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","Rumah Hoek Kondisi Bagus Harga Miring di Jalan Talang Menteng Jakarta Pusat","Menteng, Jakarta Pusat","4+2","4+1","291m2","255m2","Rp 10,5 Miliar"
"1716939492-860","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","RUMAH HITUNG TANAH JALAN TANAH TINGGI JAKARTA PUSAT","Senen, Jakarta Pusat","2","2","271m2","76m2","Rp 2 Miliar"
"1716939492-861","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","Kios Toko Batik Lantai Dasar Thamrin City Jakarta Pusat","Thamrin, Jakarta Pusat","","","12m2","12m2","Rp 1,35 Miliar"
"1716939492-862","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","RUMAH KALI BARU SENEN JAKARTA PUSAT - 2 1/2 LANTAI","Senen, Jakarta Pusat","5","3","136m2","110m2","Rp 2,7 Miliar"
"1716939492-863","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","KAVLING TANAH STRATEGIS DAERAH PETOJO JAKARTA PUSAT","Petojo, Jakarta Pusat","","","285m2","","Rp 22 Juta/m2"
"1716939492-864","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","APARTMENT MEWAH DAVINCI TOWER JAKARTA PUSAT","Bendungan Hilir, Jakarta Pusat","3","2","382m2","382m2","Rp 16 Miliar"
"1716939492-865","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=53","Rumah Bagus di Kartini Jakarta Pusat","Kartini, Jakarta Pusat","3","3","200m2","360m2","Rp 5 Miliar"
"1716939496-866","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUKO 4 LT GUNUNG SAHARI JAKARTA PUSAT","Gunung Sahari, Jakarta Pusat","tdk ada","3","63m2","132m2","Rp 4,5 Miliar"
"1716939496-867","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","APARTEMEN SERASA RUKO 3 LANTAI, DUPLEX UNIT, PRIVATE LIFT LE PARC RESIDENCES, THAMRIN NINE, LUXURY APARTMENT TOWER THE MANSION, JAKARTA PUSAT","Thamrin, Jakarta Pusat","4+1","4+1","364m2","364m2","Rp 25,5 Miliar"
"1716939496-868","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","APARTEMEN TIPE STUDIO DI GREEN PRAMUKA, CEMPAKA PUTIH, JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","1","1","21m2","21m2","Rp 300 Juta"
"1716939496-869","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","WOW APARTEMENT KEREN JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","3","2","94m2","94m2","Rp 950 Juta"
"1716939496-870","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUMAH MANGGA BESAR SIAP HUNI DEKAT RS HUSADA JAKARTA PUSAT","Karang Anyar, Jakarta Pusat","5","3","162m2","243m2","Rp 3,5 Miliar"
"1716939496-871","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUMAH MEWAH BARU SEMI FURNISHED STRATEGIS PETOJO JAKARTA PUSAT","Petojo, Jakarta Pusat","4+1","3+1","190m2","256m2","Rp 9 Miliar"
"1716939496-872","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUMAH 2 LT SALEMBA JAKARTA PUSAT","Salemba, Jakarta Pusat","4+1","3","190m2","220m2","Rp 4,1 Miliar"
"1716939496-873","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUKO GUNUNG SAHARI. JAKARTA PUSAT, 3,5 LANTAI, KONDISI BAGUS","Gunung Sahari, Jakarta Pusat","1","3","110m2","385m2","Rp 5,5 Miliar"
"1716939496-874","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUKO GUNUNG SAHARI, JAKARTA PUSAT, PINGGIR JALAN, PROSPEK BUAT USAHA, SEGERA MILIKI !","Gunung Sahari, Jakarta Pusat","5","6","203m2","609m2","Rp 11,5 Miliar"
"1716939496-875","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUKO GUNUNG SAHARI, JAKARTA PUSAT 5 LANTAI","Gunung Sahari, Jakarta Pusat","","4","180m2","520m2","Rp 15 Miliar"
"1716939496-876","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","RUMAH DAN TANAH DI JAKARTA PUSAT YANG DIHITUNG HARGA TANAHNYA SAJA","Kemayoran, Jakarta Pusat","","","202m2","","Rp 26,5 Juta/m2"
"1716939496-877","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=52","TURUN HARGA RUMAH BUNGUR BESAR JAKARTA PUSAT","Bungur, Jakarta Pusat","2+2","2","120m2","150m2","Rp 1,8 Miliar"
"1716939499-878","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","RUMAH DI JALAN. BERLIAN - JAKARTA PUSAT","Sumur Batu, Jakarta Pusat","2","1","268m2","65m2","Rp 3,5 Miliar"
"1716939499-879","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Ruko 2 1/2 Lantai Di jalan Raya Gunung Sahari - Jakarta Pusat","Gunung Sahari, Jakarta Pusat","","2","252m2","414m2","Rp 8,1 Miliar"
"1716939499-880","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Ruko 3 Lantai Di jalan Kartini - Jakarta Pusat","Sawah Besar, Jakarta Pusat","4","3","103m2","243m2","Rp 4,1 Miliar"
"1716939499-881","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah 2 Lantai Di jalan Krekot Bunder, Pasar Baru - Jakarta Pusat","Pasar Baru, Jakarta Pusat","4","3","142m2","284m2","Rp 3,5 Miliar"
"1716939499-882","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Ruko 3 Lantai Di jalan Kartini, Pasar Baru - Jakarta Pusat","Kartini, Jakarta Pusat","1","2","66m2","132m2","Rp 2,3 Miliar"
"1716939499-883","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah Tua Hitung Tanah Di jalan Kartini, Pasar Baru - Jakarta Pusat","Kartini, Jakarta Pusat","","","165m2","","Rp 21,21 Juta/m2"
"1716939499-884","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Ruko 3 1/2 Lantai Di jalan Kartini, Pasar Baru - Jakarta Pusat","Kartini, Jakarta Pusat","3","3","76m2","180m2","Rp 2,28 Miliar"
"1716939499-885","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah Kontrakan Di jalan Dwiwarna, Karang Anyar - Jakarta Pusat","Karang Anyar, Jakarta Pusat","3","3","150m2","120m2","Rp 1,7 Miliar"
"1716939499-886","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah Di jalan Cempaka Raya - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","2","128m2","176m2","Rp 3,8 Miliar"
"1716939499-887","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah 2 Lantai Di jalan Rawa Selatan, Johar Baru - Jakarta Pusat","Johar Baru, Jakarta Pusat","6","4","200m2","300m2","Rp 5,15 Miliar"
"1716939499-888","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah 2 Lantai Di jalan Rawa Selatan - Jakarta Pusat","Johar Baru, Jakarta Pusat","5","3","178m2","272m2","Rp 4,2 Miliar"
"1716939499-889","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=51","Rumah 2 Lantai Hitung Tanah Di jalan Cempaka Putih Tengah - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","209m2","150m2","Rp 4,59 Miliar"
"1716939503-890","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","STRATEGIS, TURUN HARGA, BEBAS BANJIR, Properti Komersial di Jalan Bendungan Hilir Raya, Jakarta Pusat","Bendungan Hilir, Jakarta Pusat","4","3","281m2","180m2","Rp 14,9 Miliar"
"1716939503-891","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Rumah bisa komersil  di Pejompongan, Jakarta Pusat","Bendungan Hilir, Jakarta Pusat","4","2*1","687m2","289m2","Rp 32 Miliar"
"1716939503-892","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","APARTEMEN SPRINGHILL TERRACE KEMAYORAN","Kemayoran, Jakarta Pusat","4","3","99m2","99m2","Rp 1,9 Miliar"
"1716939503-893","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","RUKO DI ITC ROXY MAS, HASYIM ASHARI, JAKARTA PUSAT (KODE RMRG 2245)","Cideng, Jakarta Pusat","","4","96m2","368m2","Rp 5,6 Miliar"
"1716939503-894","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","RUKO DI ITC ROXY MAS, HASYIM ASHARI, JAKARTA PUSAT (KODE RMRG 2246)","Cideng, Jakarta Pusat","","4","115m2","500m2","Rp 5,5 Miliar"
"1716939503-895","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Rumah 2 1/2 Lantai Di jalan Kartini - Jakarta Pusat","Kartini, Jakarta Pusat","5","4","183m2","300m2","Rp 6,9 Miliar"
"1716939503-896","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Apartement Studio Arandra Residence Cempaka Putih - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","1","1","34m2","34m2","Rp 1,34 Miliar"
"1716939503-897","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Rumah 2 Lantai di Cempaka Putih Timur - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","6","6","500m2","453m2","Rp 13 Miliar"
"1716939503-898","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Rumah Hoek 2 Lantai di Cempaka Putih Tengah - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","9","3","540m2","300m2","Rp 16 Miliar"
"1716939503-899","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","Rumah Hitung Tanah di cempaka Putih Timur - Jakarta Pusat","Cempaka Putih, Jakarta Pusat","","","324m2","","Rp 15,43 Juta/m2"
"1716939503-900","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","RUKO MEGA GROSIR CEMPAKA MAS JAKARTA PUSAT","Cempaka Mas, Jakarta Pusat","2","2","148m2","165m2","Rp 4 Miliar"
"1716939503-901","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=50","RUMAH DI JALAN CEMPAKA PUTIH TENGAH - JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","6","4","267m2","300m2","Rp 7 Miliar"
"1716939506-902","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","RUKO KOMERSIAL 4 LANTAI DENGAN ZONA WARNA UNGU DI SAWAH BESAR JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","9","4","170m2","335m2","Rp 8,5 Miliar"
"1716939506-903","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","RUMAH DI KRAMAT LONTAR JAKARTA PUSAT","Kramat, Jakarta Pusat","4","2","215m2","186m2","Rp 2,4 Miliar"
"1716939506-904","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","RUMAH DI SENEN JAKARTA PUSAT. TURUN HARGA DARI 1,5M MENJADI 1,380M (MASIH NEGO)","Senen, Jakarta Pusat","2","1","89.1m2","62m2","Rp 1,38 Miliar"
"1716939506-905","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","APARTEMEN DA VINCI , UNFURNISHED. VIEW CITY DI JAKARTA PUSAT","Thamrin, Jakarta Pusat","4+1","3+1","340.2m2","340.2m2","Rp 20 Miliar"
"1716939506-906","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","Apartemen mewah di lokasi strategis. Menara Jakarta At Kemayoran Jakarta Pusat.","Kemayoran, Jakarta Pusat","1","1","40m2","40m2","Rp 1,8 Miliar"
"1716939506-907","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","TANAH BERDIRI RUMAH TUA CEMPAKA PUTIH BARAT JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","","","206m2","","Rp 10,67 Juta/m2"
"1716939506-908","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","DIJUAL RUMAH MINIMALIS 2 LANTAI CEMPAKA PUTIH TENGAH, JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","2","2","39m2","78m2","Rp 1,35 Miliar"
"1716939506-909","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","APARTEMEN 3 KT, LUAS & FULLY FURNISHED DI JAKARTA PUSAT","Kemayoran, Jakarta Pusat","3","2","94m2","94m2","Rp 1,35 Miliar"
"1716939506-910","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","APARTEMEN LUAS DI JAKARTA PUSAT (RENOVASI PREMIUM UNTUK FAMILY)","Kemayoran, Jakarta Pusat","2","1","74m2","74m2","Rp 1 Miliar"
"1716939506-911","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","RUMAH SERDANG JAKARTA PUSAT, MINIMALIS 3 LANTAI","Kemayoran, Jakarta Pusat","5","2","72m2","126m2","Rp 2,1 Miliar"
"1716939506-912","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","RUMAH CEMPAKA BARU KEMAYORAN JAKARTA PUSAT SIAP HUNI 2 LANTAI","Kemayoran, Jakarta Pusat","5+1","3","221m2","320m2","Rp 6 Miliar"
"1716939506-913","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=49","APARTEMEN DI JAKARTA PUSAT, LUAS (94m²) & MURAH","Kemayoran, Jakarta Pusat","2","2","94m2","94m2","Rp 1,05 Miliar"
"1716939510-914","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","Kios Cikini Gold Center LB di Jalan Pegangsaan, Menteng, Jakarta Pusat","Pegangsaan, Jakarta Pusat","","1","2m2","2m2","Rp 60 Juta"
"1716939510-915","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","Jual Toko / Kios di Thamrin City Lantai 1 Tanah Abang Jakarta Pusat","Tanah Abang, Jakarta Pusat","","1","7m2","7m2","Rp 750 Juta"
"1716939510-916","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","TANAH BERDIRI RUMAH TUA CEMPAKA PUTIH BARAT JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","","","206m2","","Rp 10,67 Juta/m2"
"1716939510-917","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","RUMAH 2 LANTAI SIAP HUNI JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","2","1","30m2","60m2","Rp 850 Juta"
"1716939510-918","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","RUMAH ASRI SIAP HUNI PRAPATAN KRAMAT KWITANG SENEN JAKARTA PUSAT","Senen, Jakarta Pusat","7+3","3","595m2","400m2","Rp 17,5 Miliar"
"1716939510-919","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","RUMAH ASRI SIAP HUNI PRAPATAN KRAMAT KWITANG SENEN JAKARTA PUSAT","Senen, Jakarta Pusat","7+3","3","595m2","400m2","Rp 17,5 Miliar"
"1716939510-920","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","APARTEMEN ANANDAMAYA RESIDENCES SUDIRMAN JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","5","4","1m2","989m2","Rp 98 Miliar"
"1716939510-921","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","Apartemen Mitra Oasis Senin  Jakarta Pusat","Senen, Jakarta Pusat","4","4","114m2","114m2","Rp 1,7 Miliar"
"1716939510-922","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","Kos kosan ekslusif di Jakarta pusat","Hasyim Ashari, Jakarta Pusat","24","8","94m2","450m2","Rp 6,95 Miliar"
"1716939510-923","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","RUMAH KOSTAN STRATEGIS DITENGAH KOTA JAKARTA PUSAT RUMAH KOST","Karang Anyar, Jakarta Pusat","64","64","554m2","2500m2","Rp 26 Miliar"
"1716939510-924","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","DIJUAL RUKAN SIAP PAKAI (SIAP HUNI) LOKASI STRATEGIS, BUNGUR, JAKARTA PUSAT","Bungur, Jakarta Pusat","1","2","177m2","250m2","Rp 4,5 Miliar"
"1716939510-925","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=48","RUMAH KOST CIDENG 5 LANTAI DENGAN 68 KAMAR TIDUR  DI CIDENG JAKARTA PUSAT","Cideng, Jakarta Pusat","68","5","321m2","1250m2","Rp 15 Miliar"
"1716939513-926","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH SULTAN 2 LANTAI + BASEMENT  DI MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","9+7","9+2","925m2","1585m2","Rp 65 Miliar"
"1716939513-927","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH 2 LANTAI MEWAH DI MENTENG JAKARTA PUSAT","Gondangdia, Jakarta Pusat","5+3","4","722m2","511m2","Rp 76,85 Miliar"
"1716939513-928","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH TINGGAL 2 LANTAI BESAR DAN RUMAH KOST 3 LANTAI DI CEMPAKA PUTIH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","3+1","3+1","612m2","924m2","Rp 22 Miliar"
"1716939513-929","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","APARTEMEN MEWAH THE MANSION KEMAYORAN JASMINE TOWER CAPILANO FULL FURNISHED LANTAI SEDANG JAKARTA PUSAT","Kemayoran, Jakarta Pusat","2","1","76m2","60m2","Rp 1,25 Miliar"
"1716939513-930","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","Rumah Besar Murah Pisan di Sayap Kramat Kwitang Jakarta Pusat","Kramat, Jakarta Pusat","4+3","3","595m2","400m2","Rp 17,5 Miliar"
"1716939513-931","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","rumah kartini ngantong 4 x 14 jakarta pusat","Kartini, Jakarta Pusat","3","2","56m2","196m2","Rp 2,3 Miliar"
"1716939513-932","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","GEDUNG PERKANTORAN 4LT. DI WAHID HASYIM JAKARTA PUSAT","Wahid Hasyim, Jakarta Pusat","","","1067m2","3000m2","Rp 135 Miliar"
"1716939513-933","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH 2 LANTAI SIAP HUNI TEMPAT SANGAT STRATEGIS DI CEMPAKA PUTIH BARAT JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","5+1","3+1","235m2","200m2","Rp 5,5 Miliar"
"1716939513-934","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH 1 LANTAI LOKASI CEMPAKA PUTIH TENGAH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","4+1","4+1","513m2","271m2","Rp 12,5 Miliar"
"1716939513-935","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH SIAP HUNI DI PERCETAKAN NEGARA JAKARTA PUSAT","Percetakan Negara, Jakarta Pusat","3+1","3+1","138m2","150m2","Rp 3,7 Miliar"
"1716939513-936","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","APARTMENT 2 BR MENTENG SQUARE JAKARTA PUSAT","Menteng, Jakarta Pusat","2","2","54m2","54m2","Rp 950 Juta"
"1716939513-937","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=47","RUMAH LAMA DAN STUDIO DI AREA ELITE CIKINI MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","6+4","4+2","805m2","510m2","Rp 72 Miliar"
"1716939517-938","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","LUXURY APARTMENT, TOWER TOWNHOME, LE PARC RESIDENCES, THAMRIN NINE, JAKARTA PUSAT, DUPLEX UNIT","Thamrin, Jakarta Pusat","4+1","4+1","364m2","364m2","Rp 25,5 Miliar"
"1716939517-939","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUKO 3.5 LANTAI DI KAWASAN PERKANTORAN JUANDA 3","Batutulis, Jakarta Pusat","","3","88m2","252m2","Rp 6,9 Miliar"
"1716939517-940","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUMAH LAMA PASAR BARU SAWAH BESAR JAKARTA PUSAT HITUNG TANAH MURAH DIBAWAH NJOP","Pasar Baru, Jakarta Pusat","4","2","444m2","351m2","Rp 12 Miliar"
"1716939517-941","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","APARTEMEN MENTENG PARK SIAP HUNI DI  MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","2","1","57m2","57m2","Rp 2,2 Miliar"
"1716939517-942","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUKO K.H HASYIM ASHARI RAYA ROXY JAKARTA PUSAT - 3 LANTAI","Roxy, Jakarta Pusat","","3","115m2","350m2","Rp 5,9 Miliar"
"1716939517-943","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","BUILDING FOR SALE LANGKA LOKASI PREMIUM BELAKANG SARINAH THAMRIN JAKARTA PUSAT","Menteng, Jakarta Pusat","25","10","626m2","3130m2","Rp 63 Miliar"
"1716939517-944","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","BANTING HARGA GEDUNG KANTOR JALAN RAYA STRATEGIS SALEMBA JAKARTA PUSAT","Salemba, Jakarta Pusat","","3","712m2","1850m2","Rp 20 Miliar"
"1716939517-945","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUKO ROXY JAKARTA PUSAT 4 LANTAI","Roxy, Jakarta Pusat","","3","69m2","196.8m2","Rp 2,5 Miliar"
"1716939517-946","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUKO SUMUR BATU KEMAYORAN JAKARTA PUSAT 3 LANTAI","Kemayoran, Jakarta Pusat","2","3","72m2","170m2","Rp 3,3 Miliar"
"1716939517-947","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","DIBAWAH NJOP TANAH DAN BANGUNAN DI SAWAH BESAR PASAR BARU JAKARTA PUSAT","Pasar Baru, Jakarta Pusat","","2","503m2","200m2","Rp 12 Miliar"
"1716939517-948","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","RUMAH HITUNG TANAH DI BUNGUR JAKARTA PUSAT","Bungur, Jakarta Pusat","2","1","36m2","36m2","Rp 450 Juta"
"1716939517-949","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=46","GEDUNG KANTOR 11 LANTAI DI KEBUN SIRIH MENTENG JAKARTA PUSAT","Menteng, Jakarta Pusat","","2","1911m2","6596m2","Rp 350 Miliar"
"1716939520-950","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","Jual Apartemen Fully Furnished  Taman Kemayoran Kondomium Tower Aster Jakarta Pusat","Kemayoran, Jakarta Pusat","3","3","74m2","74m2","Rp 1,25 Miliar"
"1716939520-951","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","LUXURY APARTMENT, TOWER THE MANSION, LE PARC RESIDENCES, THAMRIN NINE, JAKARTA PUSAT","Thamrin, Jakarta Pusat","4+1","4+1","647m2","647m2","Rp 45,92 Miliar"
"1716939520-952","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","RUMAH CIDENG, JAKARTA PUSAT 2 LANTAI SIAP HUNI","Cideng, Jakarta Pusat","4","3","150m2","200m2","Rp 4,6 Miliar"
"1716939520-953","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","Rumah gunung saharai Kost Eksklusif jakarta pusat","Gunung Sahari, Jakarta Pusat","15","15","66m2","250m2","Rp 3,5 Miliar"
"1716939520-954","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","RUMAH KARTINI SAWAH BESAR JAKARTA PUSAT - 2 LANTAI & SIAP HUNI","Kartini, Jakarta Pusat","4.1","4.1","300m2","440m2","Rp 6 Miliar"
"1716939520-955","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","APARTEMENT STRATEGIS FULL FURNISHED 2BR DAERAH JAKARTA PUSAT","Tanah Abang, Jakarta Pusat","2","1","50m2","50m2","Rp 1,2 Miliar"
"1716939520-956","https://www.brighton.co.id/dijual/?Keyword=JAKARTA+PUSAT&OrderBy=5&page=45","RUMAH DI PRAPATAN RUMAH JAMAN BELANDA ANTIK JAKARTA PUSAT","Senen, Jakarta Pusat","7","3","595m2","400m2","Rp 14 Miliar"
